query,gt_attr_count,qmeans_attr_count,gt_attributes,qmeans_attributes,matched_key_count,key_match_rate_%,matched_keys,matched_key_priorities,value_match_count,value_match_rate_%,matched_values_detail,value_mismatch_detail,missing_gt_keys,missing_key_priorities,extra_qmeans_keys,extra_qmeans_key_count,critical_missing_key,assessment
"AT12 Single Chain Actuator, 425mm Stroke - Window Automation",1,2,product_type=actuator,stroke length=425mm; model name/number=at12,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),stroke length=425mm,1,product_type(P6),NO_KEY_MATCH
"SECO N 24 25 Single Chain Actuator, 250/350mm Stroke - Window Automation",1,1,product_type=actuator,brand=seco,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Siemens Raja+ Direct On Line Starters,2,2,brand=Siemens; product_type=DOL starter,model name/number=raja+; brand=siemens,1,50.0,brand,brand(P1),1,50.0,brand: GT=Siemens | QM=siemens,(none),product_type=DOL starter,product_type(P6),(none),0,product_type(P6),PARTIAL_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,4,4,brand=Siemens; power=1 KW; motor_type=servo motor; model_number=1FK2104-6AF10-1MB0,power=1 kw; model name/number=1fk2104-6af10-1mb0; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=1 KW | QM=1 kw; model_number: GT=1FK2104-6AF10-1MB0 | QM=1fk2104-6af10-1mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
cg cooler motor,1,2,usage=cooler,brand=cg; usage=cooler motor,1,100.0,usage,usage(P9),1,100.0,usage: GT=cooler | QM=cooler motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Makita 9047 Armature By PowerSpeed,2,3,brand=PowerSpeed; product_type=armature,model number=9047; type of power tool=armature; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Electric Motor Housing,1,2,product_type=motor,power source=electric; motor part type=housing,1,100.0,product_type,product_type(P6),0,0.0,(none),product_type: GT=motor | QM=housing,(none),(none),power source=electric,1,(none),PARTIAL_MATCH
Vibro Sifter Vibratory Motors,1,0,motor_type=vibratory motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),motor_type=vibratory motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
FL28STH45-0674A - Hybrid Stepper Motor,2,2,motor_type=stepper motor; current=0674 A,model name/number=fl28sth45-0674a; motor type=stepper motor,1,50.0,motor_type,motor_type(P2),1,50.0,motor_type: GT=stepper motor | QM=stepper motor,(none),current=0674 A,current(P10),(none),0,current(P10),PARTIAL_MATCH
Single Phase D.C. Motor,1,1,phase=single phase,phase=single phase,1,100.0,phase,phase(P7),1,100.0,phase: GT=single phase | QM=single phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
electric torque,0,1,(empty),power source=electric,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),power source=electric,1,(none),NO_GT_ATTRIBUTES
Godrej Lawkim Ac Motors,2,2,brand=Godrej Lawkim; motor_type=AC motor,motor type=ac; brand=godrej,2,100.0,brand; motor_type,brand(P1); motor_type(P2),2,100.0,brand: GT=Godrej Lawkim | QM=godrej; motor_type: GT=AC motor | QM=ac,(none),(none),(none),(none),0,(none),PERFECT_MATCH
dual shaft FAN MOTOR,2,2,usage=fan; shaft_type=dual shaft,shaft type=dual shaft; usage=fan,2,100.0,usage; shaft_type,usage(P9); shaft_type(P15),2,100.0,usage: GT=fan | QM=fan; shaft_type: GT=dual shaft | QM=dual shaft,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Crompton Electric Motor,1,2,brand=Crompton,brand=crompton; power source=electric,1,100.0,brand,brand(P1),1,100.0,brand: GT=Crompton | QM=crompton,(none),(none),(none),power source=electric,1,(none),PERFECT_MATCH
Mini Fan Motor,1,2,usage=fan,usage=fan; size=mini,1,100.0,usage,usage(P9),1,100.0,usage: GT=fan | QM=fan,(none),(none),(none),size=mini,1,(none),PERFECT_MATCH
3d minuture,0,1,(empty),type=3d,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
Electric Motor with Gear,1,1,product_type=motor,power source=electric,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),power source=electric,1,product_type(P6),NO_KEY_MATCH
FL28STH45-0674AF-14 - Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl28sth45-0674af-14; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
mixer-grinder-motor,1,0,product_type=motor,(empty),0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,2,3,brand=SEW-Eurodrive; motor_type=servo motor,model name/number=cmp50m/pk/vr/rh1m/sm1; usage=servo motor; brand=sew-eurodrive,1,50.0,brand,brand(P1),1,50.0,brand: GT=SEW-Eurodrive | QM=sew-eurodrive,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
"Sew-eurodrive ,servo Motor ,cmp50m/pk/vr/rh1m/sm1",2,1,brand=SEW-Eurodrive; motor_type=servo motor,brand=sew-eurodrive,1,50.0,brand,brand(P1),1,50.0,brand: GT=SEW-Eurodrive | QM=sew-eurodrive,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
vane pneumatic actuator,1,1,product_type=pneumatic actuator,actuator type=pneumatic actuator,0,0.0,(none),(none),0,0.0,(none),(none),product_type=pneumatic actuator,product_type(P6),actuator type=pneumatic actuator,1,product_type(P6),NO_KEY_MATCH
Flange Mounted Motor,1,1,mounting=flange mounted,mounting type=flange,1,100.0,mounting,mounting(P11),1,100.0,mounting: GT=flange mounted | QM=flange,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl57sth56-2504acf-25; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
FL57STH56-2804AF-01- Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl57sth56-2804af-01-; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
MU2 Dol Motor Starter,1,3,product_type=motor starter,starter type=dol; usage=motor starter; model name/number=mu2,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
power tool cm4,0,1,(empty),model=cm4,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
power tool near delhi cm4,0,0,(empty),(empty),0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),(none),0,(none),NO_GT_ATTRIBUTES
crompton-motors,1,0,brand=Crompton,(empty),0,0.0,(none),(none),0,0.0,(none),(none),brand=Crompton,brand(P1),(none),0,brand(P1),NO_KEY_MATCH
Voltas AC Outdoor Fan Motor,3,4,brand=Voltas; motor_type=AC motor; usage=fan,motor type=ac; part type=motor; usage=outdoor; brand=voltas,3,100.0,brand; motor_type; usage,brand(P1); motor_type(P2); usage(P9),2,66.7,brand: GT=Voltas | QM=voltas; motor_type: GT=AC motor | QM=ac,usage: GT=fan | QM=outdoor,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Makita MT-950 Armature By PowerSpeed,2,3,brand=PowerSpeed; product_type=armature,type of power tool=armature; model number=mt-950; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
1500 cfm FAN MOTOR,1,2,usage=fan,power=1500 cfm; usage=fan,1,100.0,usage,usage(P9),1,100.0,usage: GT=fan | QM=fan,(none),(none),(none),(none),0,(none),PERFECT_MATCH
230v apex cool 410w exhaust fan motor,4,4,brand=Apex Cool; power=410 W; voltage=230V; usage=exhaust fan,voltage=230v; power=410w; brand=apex; usage=exhaust fan,4,100.0,brand; power; voltage; usage,brand(P1); power(P3); voltage(P4); usage(P9),3,75.0,brand: GT=Apex Cool | QM=apex; voltage: GT=230V | QM=230v; usage: GT=exhaust fan | QM=exhaust fan,power: GT=410 W | QM=410w,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,1,2,motor_type=stepper motor,model name/number=fl57sth76-2504acf-ark; motor type=stepper motor,1,100.0,motor_type,motor_type(P2),1,100.0,motor_type: GT=stepper motor | QM=stepper motor,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Clogging Test,0,1,(empty),testing type=clogging,0,N/A,(none),(none),0,N/A,(none),(none),(none),(none),testing type=clogging,1,(none),NO_GT_ATTRIBUTES
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,3,3,brand=Siemens; motor_type=servo motor; model_number=1FK2104-6AF10-1MB0,model name/number=1fk2104-6af10-1mb0; usage=servo motor; brand=siemens,2,66.7,brand; model_number,brand(P1); model_number(P5),2,66.7,brand: GT=Siemens | QM=siemens; model_number: GT=1FK2104-6AF10-1MB0 | QM=1fk2104-6af10-1mb0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
crompton motor 1 hp,2,3,brand=Crompton; power=1 HP,power=1 hp; brand=crompton; part type=motor,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Crompton | QM=crompton; power: GT=1 HP | QM=1 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
crompton motor near tinsukia 1 hp,2,2,brand=Crompton; power=1 HP,power=1 hp; brand=crompton,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Crompton | QM=crompton; power: GT=1 HP | QM=1 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
motorized pulley drum motor,1,1,product_type=motor,motor type=drum motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor,product_type(P6),(none),0,product_type(P6),NO_KEY_MATCH
crompton motor,1,2,brand=Crompton,brand=crompton; part type=motor,1,100.0,brand,brand(P1),1,100.0,brand: GT=Crompton | QM=crompton,(none),(none),(none),(none),0,(none),PERFECT_MATCH
Belimo Damper Fire Actuator,2,2,brand=Belimo; product_type=actuator,brand=belimo; structure=damper,1,50.0,brand,brand(P1),1,50.0,brand: GT=Belimo | QM=belimo,(none),product_type=actuator,product_type(P6),structure=damper,1,product_type(P6),PARTIAL_MATCH
e42 90w 2850/3450rpm motor single phase,3,4,power=90 W; phase=single phase; speed=3450 RPM,speed=2850/3450rpm; power=90w; model name/number=e42; phase=single phase,3,100.0,power; phase; speed,power(P3); phase(P7); speed(P8),1,33.3,phase: GT=single phase | QM=single phase,power: GT=90 W | QM=90w; speed: GT=3450 RPM | QM=2850/3450rpm,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Slip Ring Assemblies,1,1,motor_type=slip ring motor,motor part type=slip ring,0,0.0,(none),(none),0,0.0,(none),(none),motor_type=slip ring motor,motor_type(P2),(none),0,motor_type(P2),NO_KEY_MATCH
Siemens DOL Starter,2,2,brand=Siemens; product_type=DOL starter,starter type=dol; brand=siemens,1,50.0,brand,brand(P1),1,50.0,brand: GT=Siemens | QM=siemens,(none),product_type=DOL starter,product_type(P6),starter type=dol,1,product_type(P6),PARTIAL_MATCH
pmdc gear motor 0-25-hp 25-200rpm 12-180volt,3,4,voltage=180V; speed=200 RPM; motor_type=geared motor,power=0-25-hp; voltage=12-180volt; speed=25-200rpm; motor type=pmdc gear motor,3,100.0,voltage; speed; motor_type,voltage(P4); speed(P8); motor_type(P2),1,33.3,voltage: GT=180V | QM=12-180volt,speed: GT=200 RPM | QM=25-200rpm; motor_type: GT=geared motor | QM=pmdc gear motor,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
Vertical Motors,1,1,mounting=vertical,orientation=vertical,0,0.0,(none),(none),0,0.0,(none),(none),mounting=vertical,mounting(P11),orientation=vertical,1,mounting(P11),NO_KEY_MATCH
PowerSpeed Armature For Makita 9500 NB,2,2,brand=PowerSpeed; product_type=armature,type of power tool=armature; brand=powerspeed,2,100.0,brand; product_type,brand(P1); product_type(P6),2,100.0,brand: GT=PowerSpeed | QM=powerspeed; product_type: GT=armature | QM=armature,(none),(none),(none),(none),0,(none),PERFECT_MATCH
side shaft gear motor,2,1,motor_type=geared motor; shaft_type=side shaft,motor type=gear motor,1,50.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=geared motor | QM=gear motor,shaft_type=side shaft,shaft_type(P15),(none),0,shaft_type(P15),PARTIAL_MATCH
FEBRICATION BLOWER 1HP SINGLE PHASE,3,3,power=1 HP; phase=single phase; usage=blower,power=1hp; blower type=febrication blower; phase=single phase,2,66.7,power; phase,power(P3); phase(P7),1,33.3,phase: GT=single phase | QM=single phase,power: GT=1 HP | QM=1hp,usage=blower,usage(P9),blower type=febrication blower,1,usage(P9),PARTIAL_MATCH
a40k/m566w/g7.2 (60 square pl gear),1,2,power=566 W,model/type=a40k/m566w/g7.2; shape=square,0,0.0,(none),(none),0,0.0,(none),(none),power=566 W,power(P3),shape=square,1,power(P3),NO_KEY_MATCH
1400 rpm single phase 230 v flange mounted 230v apex cool 410w exhaust fan motor,7,6,brand=Apex Cool; power=410 W; phase=single phase; voltage=230V; speed=1400 RPM; usage=exhaust fan; mounting=flange mounted,speed=1400 rpm; voltage=230 v; power=410w; usage=exhaust fan; mounting type=flange; phase=single phase,6,85.7,power; phase; voltage; speed; usage; mounting,power(P3); phase(P7); voltage(P4); speed(P8); usage(P9); mounting(P11),4,57.1,phase: GT=single phase | QM=single phase; speed: GT=1400 RPM | QM=1400 rpm; usage: GT=exhaust fan | QM=exhaust fan; mounting: GT=flange mounted | QM=flange,power: GT=410 W | QM=410w; voltage: GT=230V | QM=230 v,brand=Apex Cool,brand(P1),(none),0,brand(P1),PARTIAL_MATCH
crompton 10 hp motor,2,3,brand=Crompton; power=10 HP,power=10 hp; brand=crompton; part type=motor,2,100.0,brand; power,brand(P1); power(P3),2,100.0,brand: GT=Crompton | QM=crompton; power: GT=10 HP | QM=10 hp,(none),(none),(none),(none),0,(none),PERFECT_MATCH
foot mounting 1 piece 1440 rpm Single Phase Motors,3,4,phase=single phase; speed=1440 RPM; mounting=foot mounted,set contains=1 piece; speed=1440 rpm; mounting type=foot; phase=single phase,3,100.0,phase; speed; mounting,phase(P7); speed(P8); mounting(P11),3,100.0,phase: GT=single phase | QM=single phase; speed: GT=1440 RPM | QM=1440 rpm; mounting: GT=foot mounted | QM=foot,(none),(none),(none),set contains=1 piece,1,(none),PERFECT_MATCH
ABB Servo Motors,2,2,brand=ABB; motor_type=servo motor,brand=abb; product=servo,1,50.0,brand,brand(P1),1,50.0,brand: GT=ABB | QM=abb,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
20 HP Three Phase Electric Motor,2,3,power=20 HP; phase=three phase,power=20 hp; product=electric motor; no of phase=three phase,2,100.0,power; phase,power(P3); phase(P7),2,100.0,power: GT=20 HP | QM=20 hp; phase: GT=three phase | QM=three phase,(none),(none),(none),(none),0,(none),PERFECT_MATCH
1FK2104-6AF10-1MB0,1,0,model_number=1FK2104-6AF10-1MB0,(empty),0,0.0,(none),(none),0,0.0,(none),(none),model_number=1FK2104-6AF10-1MB0,model_number(P5),(none),0,model_number(P5),NO_KEY_MATCH
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF01-0MA0 2.7 kW,4,4,brand=Siemens; power=2.7 KW; motor_type=servo motor; model_number=1FK2106-4AF01-0MA0,model name/number=1fk2106-4af01-0ma0; power=2.7 kw; usage=servo motor; brand=siemens,3,75.0,brand; power; model_number,brand(P1); power(P3); model_number(P5),3,75.0,brand: GT=Siemens | QM=siemens; power: GT=2.7 KW | QM=2.7 kw; model_number: GT=1FK2106-4AF01-0MA0 | QM=1fk2106-4af01-0ma0,(none),motor_type=servo motor,motor_type(P2),(none),0,motor_type(P2),PARTIAL_MATCH
mil 37 38 diaphragm actuators,1,2,product_type=actuator,actuator type=diaphragm; model name/number=mil 37 38,0,0.0,(none),(none),0,0.0,(none),(none),product_type=actuator,product_type(P6),actuator type=diaphragm,1,product_type(P6),NO_KEY_MATCH
Petrosa starter mini 1 KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=1 kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=1 kg,1,brand(P1),NO_KEY_MATCH
BRUSHLESS MOTOR DYS 1800KV,3,2,brand=DYS; motor_type=brushless motor; kv_rating=1800 KV,voltage=1800kv; motor type=brushless,1,33.3,motor_type,motor_type(P2),1,33.3,motor_type: GT=brushless motor | QM=brushless,(none),brand=DYS; kv_rating=1800 KV,brand(P1); kv_rating(P17),(none),0,brand(P1),LOW_MATCH
Petrosa starter mini 1KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=1kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=1kg,1,brand(P1),NO_KEY_MATCH
Petrosa starter mini 3 KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=3 kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=3 kg,1,brand(P1),NO_KEY_MATCH
Petrosa starter mini 3KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=3kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=3kg,1,brand(P1),NO_KEY_MATCH
Weishaupt Burner Servo Motor,3,1,brand=Weishaupt; motor_type=servo motor; usage=burner,brand=weishaupt,1,33.3,brand,brand(P1),1,33.3,brand: GT=Weishaupt | QM=weishaupt,(none),motor_type=servo motor; usage=burner,motor_type(P2); usage(P9),(none),0,motor_type(P2),LOW_MATCH
Petrosa starter mini 8 KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=8 kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=8 kg,1,brand(P1),NO_KEY_MATCH
Petrosa starter mini 8KG,2,1,brand=Petrosa; product_type=motor starter,packaging size=8kg,0,0.0,(none),(none),0,0.0,(none),(none),brand=Petrosa; product_type=motor starter,brand(P1); product_type(P6),packaging size=8kg,1,brand(P1),NO_KEY_MATCH
apex cool 410w single phase exhaust fan motor,4,5,brand=Apex Cool; power=410 W; phase=single phase; usage=exhaust fan,power=410w; brand=apex; model=cool; usage=exhaust fan; phase=single phase,4,100.0,brand; power; phase; usage,brand(P1); power(P3); phase(P7); usage(P9),3,75.0,brand: GT=Apex Cool | QM=apex; phase: GT=single phase | QM=single phase; usage: GT=exhaust fan | QM=exhaust fan,power: GT=410 W | QM=410w,(none),(none),(none),0,(none),ALL_KEYS_MATCHED_SOME_VALUES_DIFFER
danfoss original brand new h1b80/h1b110 motor,1,3,brand=Danfoss,brand=danfoss; model name/number=h1b80/h1b110; condition=new,1,100.0,brand,brand(P1),1,100.0,brand: GT=Danfoss | QM=danfoss,(none),(none),(none),condition=new,1,(none),PERFECT_MATCH
3 HP Three Phase Induction Motor 960 Rpm,4,4,power=3 HP; phase=three phase; speed=960 RPM; motor_type=induction motor,rated power=3 hp; speed=960 rpm; motor type=induction; no of phase=three phase,4,100.0,power; phase; speed; motor_type,power(P3); phase(P7); speed(P8); motor_type(P2),4,100.0,power: GT=3 HP | QM=3 hp; phase: GT=three phase | QM=three phase; speed: GT=960 RPM | QM=960 rpm; motor_type: GT=induction motor | QM=induction,(none),(none),(none),(none),0,(none),PERFECT_MATCH
gpn gear motor,1,1,motor_type=geared motor,motor type=gear motor,1,100.0,motor_type,motor_type(P2),0,0.0,(none),motor_type: GT=geared motor | QM=gear motor,(none),(none),(none),0,(none),PARTIAL_MATCH
Dol Motor Starters,1,2,product_type=motor starter,starter type=dol; usage=motor,0,0.0,(none),(none),0,0.0,(none),(none),product_type=motor starter,product_type(P6),starter type=dol,1,product_type(P6),NO_KEY_MATCH
