query,qmeans_attr_count,gemini_attr_count,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,qmeans_attr_key_10,qmeans_attr_value_10,gemini_attr_key_10,gemini_attr_value_10
"manual pvc pipe extruder for pharmaceutical applications, 200 kg/hr capacity, 440 v voltage rating, single phase power supply, titanium body",5,8,automation grade,manual,capacity,200 kg/hr,capacity,200 kg/hr,material,"""pvc",material,pvc,material,titanium,phase,single phase,power supply,single phase,usage,pharmaceutical,product,pipe,,,type,extruder,,,usage,pharmaceutical,,,voltage,440 v,,,,,,,,
"manual pvc pipe extruder for recycling, capacity: 100 ton, power: 20 kw",4,6,automation grade,manual,capacity,100 ton,capacity,"100 ton,",material,"""pvc",material,pvc,power,20 kw,type,extruder,product,pipe,,,type,extruder,,,usage,recycling,,,,,,,,,,,,,,,,
manual rice bran extraction plant,1,3,usage,rice bran extraction,material,rice bran,,,operation,manual,,,process,extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"manual sheet extruder for chemical industries applications, 100 ton capacity, 220 v voltage rating, three phase power supply, ss 304 body",5,7,automation grade,manual,capacity,100 ton,capacity,100 ton,material,ss 304,model name/number,sheet extruder,power supply,three phase,phase,three phase,product,sheet extruder,usage,chemical industries,type,"""manual",,,usage,chemical industries,,,voltage,220 v,,,,,,,,,,,,
"manual silver refinery machine for research applications, 5 kg capacity, 380 v voltage rating, single phase power supply, stainless steel body",4,9,automation grade,manual,capacity,5 kg,capacity,5 kg,material,"""silver",material,stainless steel,material,stainless steel,model name/number,silver refinery,operation,manual,,,part,body,,,power supply,single phase,,,type,refinery,,,usage,research,,,voltage,380 v,,,,
manual silver refining plant,3,3,automation grade,manual,material,silver,refining material,silver,operation,manual,usage,refining,type,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manual solid phase extraction system,2,2,automation grade,manual,operation,manual,product,phase extraction,type,solid phase extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manual ss 316 aba blown film machine,2,4,machine type,manual,material,"""ss 316",material grade,ss 316,operation,manual,,,type,aba,,,type,blown film,,,,,,,,,,,,,,,,,,,,,,,,
"manual ss 316 blown film extrusion machine, capacity: 100 kg/hr, voltage: 440 v, phase: 3 phase",3,5,capacity,"100 kg/hr,",capacity,100 kg/hr,machine type,manual,material,"""ss 316",phase,3 phase,phase,3 phase,,,type,blown film extrusion,,,voltage,440 v,,,,,,,,,,,,,,,,,,,,
"manual ss extruder machine, capacity: 200 liter, voltage: 480 v, phase: 1 phase",4,5,automation grade,manual,capacity,200 liter,capacity,200,material,"""ss",material,ss,phase,1 phase,phase,1,type,extruder,,,voltage,480 v,,,,,,,,,,,,,,,,,,,,
"manual stainless steel pvc pipe extruder, capacity: 25 kg, voltage: 400 v, phase: 1 phase",2,7,capacity,"25 kg,",capacity,25 kg,material,stainless steel pvc,material,"""stainless steel",,,material,pvc,,,phase,1 phase,,,product,pipe,,,type,extruder,,,voltage,400 v,,,,,,,,,,,,
"manual twin screw extruder for agricultural applications, 500 kg/hr capacity, 220 v voltage rating, single phase power supply, aluminium body",5,7,automation grade,manual,capacity,500 kg/hr,capacity,500 kg/hr,material,aluminium,material,aluminium,power supply,single phase,phase,single phase,type,"""twin screw",usage,agricultural,type,manual,,,usage,agricultural,,,voltage,220 v,,,,,,,,,,,,
"metal recovery plant - conical design, 30 kg output, 415 v, single phase, mild steel construction, labh group brand, manual operation",3,8,automation grade,manual,brand,labh group,capacity,30 kg,capacity,30 kg,material,mild steel,design,conical,,,material,mild steel,,,operation,manual,,,power_supply,single phase,,,product,"""metal recovery",,,voltage,415 v,,,,,,,,
"metal recovery plant - single screw design, 50 tpd output, 240 v, single phase, ss 316 construction, laxmi brand, fully automatic operation",2,8,automation grade,automatic,brand,laxmi,brand,laxmi,capacity,50 tpd,,,design,single screw,,,material,ss 316,,,operation,fully automatic,,,power,single phase,,,product,"""metal recovery",,,voltage,240 v,,,,,,,,
metal recovery plant 240 v 1 phase,2,4,phase,1 phase,material,"""metal",voltage,240 v,power_phase,1 phase,,,type,recovery,,,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant 380 v three phase,2,4,phase,three phase,material,"""metal",voltage,380 v,power_supply,three phase,,,type,recovery,,,voltage,380 v,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant 480 v 50/60 hz,2,3,frequency,50/60 hz,frequency,50/60 hz,voltage,480 v,usage,"""metal recovery",,,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant 5 hp motor 500 liter,3,3,capacity,500 liter,capacity,500 liter,power,5 hp,power,5 hp,usage,metal recovery,usage,"""metal recovery",,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant co-rotating design 50 ton,1,4,capacity,50 ton,capacity,50 ton,,,design,co-rotating,,,type,plant,,,usage,"""metal recovery",,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant for agricultural,2,3,type,metal recovery plant,material,metal,usage,agricultural,type,recovery,,,usage,agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant for plastic processing 50 ton,1,3,capacity,50 ton,capacity,50 ton,,,usage,"""metal recovery",,,usage,plastic processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"metal recovery plant for research use, 1 ton, 240 v, laxmi brand",3,5,brand,laxmi,brand,laxmi,capacity,"1 ton,",capacity,1 ton,usage,research,product,"""metal recovery",,,usage,research,,,voltage,240 v,,,,,,,,,,,,,,,,,,,,
metal recovery plant machine 250 kg/hr output 400 v three phase pp,4,6,capacity,250 kg/hr,capacity,250 kg/hr,material,pp,material,"""metal",phase,three phase,material,pp,voltage,400 v,power,three phase,,,process,recovery,,,voltage,400 v,,,,,,,,,,,,,,,,
metal recovery plant with 10 hp power 380 v,2,3,motor power,10 hp,power,10 hp,voltage,380 v,product,"""metal recovery",,,voltage,380 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant with 15 hp power 230 v,1,3,voltage,230 v,power,15 hp,,,product,"""metal recovery",,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant,1,2,type,refining plant,material,metal,,,type,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant for plastic processing 25 kg/hr,2,3,capacity,25 kg/hr,capacity,25 kg/hr,machine name,metal refining plant,usage,"""metal refining",,,usage,plastic processing,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant twin screw design 250 kg/hr,1,4,capacity,250 kg/hr,capacity,250 kg/hr,,,design,twin screw,,,material,"""metal",,,type,refining,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,4,4,capacity,100 kg,capacity,100 kg,machine type,bitumen extractor,material,"""mild steel",material,mild steel,product,bitumen extractor,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body cable extruder 100 kg/hr,2,3,capacity,100 kg/hr,capacity,100 kg/hr,material,mild steel,material,"""mild steel",,,type,cable extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body gold refining machine with 50 kg capacity and 440 v voltage,3,4,capacity,50 kg,capacity,50 kg,material,mild steel,material,"""mild steel",voltage,440 v,usage,gold refining,,,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body herbal extraction plant with 1 ton capacity and 415 v voltage,3,4,capacity,1 ton,capacity,1 ton,material,mild steel,material,"""mild steel",voltage,415 v,usage,herbal extraction,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body solvent extraction plant 1 tpd,2,3,capacity,1 tpd,capacity,1 tpd,material,mild steel,material,"""mild steel",,,usage,solvent extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body twin screw extruder with 5 ton capacity and 415 v voltage,3,4,capacity,5 ton,capacity,5 ton,material,mild steel,material,"""mild steel",voltage,415 v,type,twin screw extruder,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,
mild steel centrifuge extractor 200 liter capacity,3,3,capacity,200 liter,capacity,200 liter,material,mild steel,material,"""mild steel",product,centrifuge extractor,product,centrifuge extractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel gold refining machine 100 kg capacity,2,3,capacity,100 kg,capacity,100 kg,material,mild steel,material,mild steel,,,usage,gold refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel pipe extrusion machine,2,3,machine type,pipe extrusion,machine type,extrusion,material,mild steel,material,mild steel,,,product,pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel single die extruder 5 tpd capacity,4,3,capacity,5 tpd,capacity,5 tpd,material,mild steel,material,mild steel,number of dies,single die,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel solid phase extraction system 50 ton capacity,3,3,capacity,50 ton,capacity,50 ton,material,mild steel,material,"""mild steel",product,solid phase extraction,product,solid phase extraction system,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel xlpe cable extruder 5 ton capacity,3,4,capacity,5 ton,capacity,5 ton,material,mild steel,material,"""mild steel",type,extruder,material,xlpe cable,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder,1,2,type,extruder,layer,monolayer,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder 240 v,2,3,type,extruder,layer,monolayer,voltage,240 v,type,extruder,,,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder co-rotating design 250 kg/hr,1,4,capacity,250 kg/hr,capacity,250 kg/hr,,,design,co-rotating,,,layer,"""monolayer",,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder for wire & cable 200 liter,2,4,capacity,200 liter,capacity,200 liter,type,extruder,type,"""monolayer",,,type,extruder,,,usage,wire & cable,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder machine 100 liter output 400 v three phase hdpe,4,6,capacity,100 liter,capacity,100 liter,material,hdpe,material,hdpe,phase,three phase,power,three phase,voltage,400 v,type,"""monolayer",,,type,extruder,,,voltage,400 v,,,,,,,,,,,,,,,,
mother baby extruder,1,3,type,extruder,type,extruder,,,usage,baby,,,usage,mother,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mother baby extruder - kabra make, 10 kg/hr, ss, 1 phase",4,6,brand,kabra,brand,kabra,capacity,"10 kg/hr,",capacity,10 kg/hr,phase,1 phase,material,ss,type,extruder,power,1 phase,,,type,extruder,,,usage,"""mother baby",,,,,,,,,,,,,,,,
mother baby extruder 230 v 60 hz,3,4,frequency,60 hz,frequency,60 hz,type,extruder,type,extruder,voltage,230 v,usage,"""mother baby",,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 240 v 1 phase,3,4,phase,1 phase,power_phase,1 phase,type,extruder,type,extruder,voltage,240 v,usage,"""mother baby",,,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 240 v 3 phase,3,4,phase,3 phase,power,3 phase,type,extruder,type,extruder,voltage,240 v,usage,"""mother baby",,,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 440 v 50 hz,3,4,frequency,50 hz,frequency,50 hz,type,extruder,type,extruder,voltage,440 v,usage,"""mother baby",,,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder for food processing 25 kg,3,4,capacity,25 kg,capacity,25 kg,type,extruder,type,extruder,usage,food processing,usage,"""mother baby",,,usage,food processing,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder for laboratory,2,3,type,extruder,type,extruder,usage,laboratory,usage,mother baby,,,usage,laboratory,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mother baby extruder for packaging use, 50 ton, 220 v, turbo brand",4,6,brand,turbo,brand,turbo,capacity,"50 ton,",capacity,50 ton,type,extruder,type,extruder,usage,packaging,usage,"""mother baby",,,usage,packaging,,,voltage,220 v,,,,,,,,,,,,,,,,
mother baby extruder for plastic processing,2,3,type,extruder,material,plastic,usage,plastic processing,type,extruder,,,usage,"""mother baby",,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder machine 200 kg output 480 v three phase mild steel,5,6,capacity,200 kg,capacity,200 kg,material,mild steel,material,mild steel,phase,three phase,power,three phase,type,extruder,type,extruder,voltage,480 v,usage,"""mother baby",,,voltage,480 v,,,,,,,,,,,,,,,,
mother baby extruder machine 250 kg/hr output 240 v 1 phase ss 316,4,6,capacity,250 kg/hr,material,ss 316,phase,1 phase,output,250 kg/hr,type,extruder,phase,1 phase,voltage,240 v,type,extruder,,,usage,"""mother baby",,,voltage,240 v,,,,,,,,,,,,,,,,
ms bitumen extractor,2,3,machine type,bitumen extractor,material,ms,material,ms,material,bitumen,,,product,extractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms body double die extruder with 200 liter capacity and 220 v voltage,3,6,capacity,200 liter,capacity,200 liter,material,ms,material,"""ms",voltage,220 v,part,body,,,type,double die,,,type,extruder,,,voltage,220 v,,,,,,,,,,,,,,,,
ms ldpe blown film machine,1,3,material,ms ldpe,material,"""ms",,,material,ldpe,,,usage,blown film,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms plastic extruder 500 ton capacity,3,3,capacity,500 ton,capacity,500 ton,material,ms,material,ms plastic,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder,2,2,layer,multi layer,type,extruder,type,extruder,type,multi layer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"multi layer extruder - co-rotating design, 10 kg output, 440 v, three phase, cast iron construction, turbo brand, automatic operation",3,8,automation grade,automatic,brand,turbo,brand,turbo,capacity,10 kg,material,cast iron,design,co-rotating,,,material,cast iron,,,operation,automatic,,,power,three phase,,,type,"""multi layer",,,voltage,440 v,,,,,,,,
"multi layer extruder - conical design, 1000 kg/hr output, 230 v, three phase, pp construction, swaraj brand, manual operation",3,8,automation grade,manual,brand,swaraj,brand,swaraj,design,conical,capacity,1000 kg/hr,material,pp,,,operation,manual,,,output,1000 kg/hr,,,power,three phase,,,type,"""multi layer",,,voltage,230 v,,,,,,,,
multi layer extruder 480 v 60 hz,3,4,frequency,60 hz,frequency,60 hz,type,extruder,type,"""multi layer",voltage,480 v,type,extruder,,,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder 7.5 kw motor 500 ton,3,5,capacity,500 ton,capacity,500 ton,power,7.5 kw,component,motor,type,extruder,power,7.5 kw,,,type,"""multi layer",,,type,extruder,,,,,,,,,,,,,,,,,,,,
multi layer extruder co-rotating design 200 kg/hr,2,4,capacity,200 kg/hr,capacity,200 kg/hr,type,extruder,design,co-rotating,,,type,"""multi layer",,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder for pharmaceutical,3,3,layer,multi layer,type,multi layer,type,extruder,type,extruder,usage,pharmaceutical,usage,pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder for plastic processing 10 kg/hr,4,4,capacity,10 kg/hr,capacity,10 kg/hr,layer,multi layer,type,"""multi layer",type,extruder,type,extruder,usage,plastic processing,usage,plastic processing,,,,,,,,,,,,,,,,,,,,,,,,
"multi layer extruder for research use, 200 kg, 415 v, prism brand",3,6,brand,prism,brand,prism,type,extruder,capacity,200 kg,usage,research,type,"""multi layer",,,type,extruder,,,usage,research,,,voltage,415 v,,,,,,,,,,,,,,,,
"multi layer extruder machine specifications - brand: rajco, capacity: 50 kg, voltage: 480 v, phase: single phase, body material: pvc, automation: automatic",4,7,automation grade,automatic,automation,automatic,brand,"rajco,",brand,"""rajco",capacity,50,capacity,50 kg,model name/number,multi layer extruder,material,pvc,,,phase,single phase,,,type,extruder,,,voltage,480 v,,,,,,,,,,,,
new basket extruder,2,2,condition,new,type,basket,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new blown film extrusion machine,1,1,condition,new,type,film extrusion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new co-rotating twin screw extruder,3,1,condition,new,type,co-rotating twin screw extruder,driven type,co-rotating,,,type,screw extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,1,condition,new,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,1,condition,new,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,1,condition,new,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,1,condition,new,type,extruder,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new gold refining machine,3,2,condition,new,type,refining,refining material,gold,usage,gold,type,refining,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new pipe extrusion machine,2,2,condition,new,machine type,extrusion,machine type,extrusion,product,pipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new plastic recycling extruder,3,3,condition,new,material,plastic,type,extruder,type,extruder,usage,plastic recycling,usage,recycling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oil extraction plant,1,2,usage,oil extraction,type,extraction,,,usage,oil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"oil extraction plant - conical design, 5 ton output, 415 v, 1 phase, stainless steel construction, gold star brand, semi-automatic operation",4,8,brand,gold star,brand,gold star,capacity,5 ton,capacity,5 ton,material,stainless steel,design,conical,operation type,semi-automatic,material,stainless steel,,,operation,semi-automatic,,,power_supply,1 phase,,,usage,"""oil extraction",,,voltage,415 v,,,,,,,,
"oil extraction plant - mahindra make, 500 kg, aluminium, 1 phase",2,6,brand,mahindra,brand,mahindra,phase,1 phase,capacity,500 kg,,,material,aluminium,,,power,1 phase,,,type,plant,,,usage,"""oil extraction",,,,,,,,,,,,,,,,
oil extraction plant conical design 1 ton,2,4,capacity,1 ton,capacity,1 ton,shape,conical,design,conical,,,type,plant,,,usage,"""oil extraction",,,,,,,,,,,,,,,,,,,,,,,,
"oil extraction plant for pharmaceutical use, 500 kg/hr, 415 v, prism brand",4,5,brand,prism,brand,prism,capacity,"500 kg/hr,",capacity,500 kg/hr,usage,pharmaceutical,usage,"""oil extraction",voltage,"415 v,",usage,pharmaceutical,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,
"oleoresin extraction plant - rajco make, 100 liter, pvc, 3 phase",3,6,brand,rajco,brand,rajco,phase,3 phase,capacity,100 liter,usage,oleoresin,material,pvc,,,power,3 phase,,,type,plant,,,usage,"""oleoresin extraction",,,,,,,,,,,,,,,,
"oleoresin extraction plant - single screw design, 50 tpd output, 415 v, single phase, ss 304 construction, gold star brand, fully automatic operation",1,9,brand,gold star,brand,gold star,,,capacity,50 tpd,,,design,single screw,,,material,ss 304,,,operation,fully automatic,,,power,single phase,,,product,"""oleoresin",,,type,extraction,,,voltage,415 v,,,,
