query,qmeans_attr_count,gemini_attr_count,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9
metal recovery plant 5 hp motor 500 liter,3,2,capacity,500 liter,motor power,"""5 hp",power,5 hp,storage capacity,500 liter,usage,metal recovery,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant co-rotating design 50 ton,1,2,capacity,50 ton,capacity,"""50 ton",,,screw design,co rotating,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant for agricultural,2,0,type,metal recovery plant,,,usage,agricultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant for plastic processing 50 ton,1,3,capacity,50 ton,material to be extruded,metal,,,material to be extruded,plastic,,,weight,"""50 ton",,,,,,,,,,,,,,,,,,,,,,,,
"metal recovery plant for research use, 1 ton, 240 v, laxmi brand",3,4,brand,laxmi,brand,laxmi,capacity,"1 ton,",usage/application,industrial,usage,research,voltage,240 v,,,weight,"""1 ton",,,,,,,,,,,,,,,,,,,,
metal recovery plant machine 250 kg/hr output 400 v three phase pp,4,4,capacity,250 kg/hr,material,pp,material,pp,phase,three phase,phase,three phase,production capacity,"""250 kg/hr",voltage,400 v,voltage,400 v,,,,,,,,,,,,,,,,,,,,
metal recovery plant with 10 hp power 380 v,2,2,motor power,10 hp,motor power,10 hp,voltage,380 v,voltage (v),380 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal recovery plant with 15 hp power 230 v,1,2,voltage,230 v,motor power,15 hp,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant,1,0,type,refining plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant for plastic processing 25 kg/hr,2,2,capacity,25 kg/hr,material to be extruded,metal,machine name,metal refining plant,production capacity,"""25 kg/hr",,,,,,,,,,,,,,,,,,,,,,,,,,,,
metal refining plant twin screw design 250 kg/hr,1,2,capacity,250 kg/hr,production capacity,250 kg/hr,,,screw design,"""twin screw",,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,4,4,capacity,100 kg,body material,"""mild steel",machine type,bitumen extractor,capacity,100 kg,material,mild steel,type of testing machines,bitumen extractor,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,
mild steel body cable extruder 100 kg/hr,2,2,capacity,100 kg/hr,body material,"""mild steel",material,mild steel,production capacity,100 kg/hr,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body gold refining machine with 50 kg capacity and 440 v voltage,3,3,capacity,50 kg,body material,"""mild steel",material,mild steel,capacity(kg),50 kg,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body herbal extraction plant with 1 ton capacity and 415 v voltage,3,4,capacity,1 ton,body material,"""mild steel",material,mild steel,usage/application,herbal extraction,voltage,415 v,voltage,415 v,,,weight,1 ton,,,,,,,,,,,,,,,,,,,,
mild steel body solvent extraction plant 1 tpd,2,2,capacity,1 tpd,body material,"""mild steel",material,mild steel,capacity,10 tpd,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel body twin screw extruder with 5 ton capacity and 415 v voltage,3,4,capacity,5 ton,body material,"""mild steel",material,mild steel,screw design,twin screw,voltage,415 v,voltage,415 v,,,weight,5 ton,,,,,,,,,,,,,,,,,,,,
mild steel centrifuge extractor 200 liter capacity,3,2,capacity,200 liter,body material,"""mild steel",material,mild steel,capacity(litre),200 l,product,centrifuge extractor,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel gold refining machine 100 kg capacity,2,2,capacity,100 kg,body material,"""mild steel",material,mild steel,capacity(kg),100 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel pipe extrusion machine,2,2,machine type,pipe extrusion,body material,"""mild steel",material,mild steel,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel single die extruder 5 tpd capacity,4,3,capacity,5 tpd,body material,"""mild steel",material,mild steel,capacity,5 tpd,number of dies,single die,die,single die,type,extruder,,,,,,,,,,,,,,,,,,,,,,
mild steel solid phase extraction system 50 ton capacity,3,2,capacity,50 ton,body material,"""mild steel",material,mild steel,capacity,50 ton,product,solid phase extraction,,,,,,,,,,,,,,,,,,,,,,,,,,
mild steel xlpe cable extruder 5 ton capacity,3,3,capacity,5 ton,body material,"""mild steel",material,mild steel,type,cable extruder,type,extruder,weight,5 ton,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder,1,2,type,extruder,layer,monolayer,,,machine type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder 240 v,2,2,type,extruder,layer,monolayer,voltage,240 v,voltage,"""240 v",,,,,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder co-rotating design 250 kg/hr,1,3,capacity,250 kg/hr,layer,"""monolayer",,,production capacity,250 kg/hr,,,screw design,co rotating,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder for wire & cable 200 liter,2,3,capacity,200 liter,capacity(litre),200 liter,type,extruder,layer,"""monolayer",,,usage/application,wire & cable,,,,,,,,,,,,,,,,,,,,,,,,
monolayer extruder machine 100 liter output 400 v three phase hdpe,4,5,capacity,100 liter,capacity(litre),100 liter,material,hdpe,layer,"""monolayer",phase,three phase,material to be extruded,hdpe,voltage,400 v,phase,three phase,,,voltage,400 v,,,,,,,,,,,,,,,,
mother baby extruder,1,1,type,extruder,machine type,mother baby extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mother baby extruder - kabra make, 10 kg/hr, ss, 1 phase",4,4,brand,kabra,body material,ss,capacity,"10 kg/hr,",brand,"""kabra",phase,1 phase,phase,1 phase,type,extruder,production capacity,10 kg/hr,,,,,,,,,,,,,,,,,,,,
mother baby extruder 230 v 60 hz,3,3,frequency,60 hz,frequency,60 hz,type,extruder,machine type,mother baby extruder,voltage,230 v,voltage,"""230 v",,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 240 v 1 phase,3,3,phase,1 phase,phase,1 phase,type,extruder,type,mother baby extruder,voltage,240 v,voltage,"""240 v",,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 240 v 3 phase,3,3,phase,3 phase,phase,three phase,type,extruder,type,mother baby extruder,voltage,240 v,voltage,"""240 v",,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder 440 v 50 hz,3,3,frequency,50 hz,frequency,50 hz,type,extruder,machine type,mother baby extruder,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder for food processing 25 kg,3,3,capacity,25 kg,application,food process industry,type,extruder,capacity,"""25 kg",usage,food processing,model name/number,twin screw food extruder,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder for laboratory,2,2,type,extruder,industry type,laboratory,usage,laboratory,machine type,"""mother baby extruder",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"mother baby extruder for packaging use, 50 ton, 220 v, turbo brand",4,4,brand,turbo,application,packaging,capacity,"50 ton,",capacity,50 ton,type,extruder,type,mother baby extruder,usage,packaging,voltage,"""220 v",,,,,,,,,,,,,,,,,,,,
mother baby extruder for plastic processing,2,2,type,extruder,machine type,mother baby extruder,usage,plastic processing,material to be extruded,plastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mother baby extruder machine 200 kg output 480 v three phase mild steel,5,4,capacity,200 kg,body material,mild steel,material,mild steel,output,"""200 kg",phase,three phase,phase,three phase,type,extruder,voltage,480 v,voltage,480 v,,,,,,,,,,,,,,,,,,
mother baby extruder machine 250 kg/hr output 240 v 1 phase ss 316,4,4,capacity,250 kg/hr,body material,ss,phase,1 phase,phase,1 phase,type,extruder,production capacity,250 kg/hr,voltage,240 v,voltage,"""240 v",,,,,,,,,,,,,,,,,,,,
ms bitumen extractor,2,2,machine type,bitumen extractor,body material,ms,material,ms,type of testing machines,bitumen extractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms body double die extruder with 200 liter capacity and 220 v voltage,3,3,capacity,200 liter,body material,"""ms",material,ms,capacity(litre),200 liter,voltage,220 v,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,
ms ldpe blown film machine,1,2,material,ms ldpe,body material,ms,,,plastic processed,ldpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ms plastic extruder 500 ton capacity,3,3,capacity,500 ton,body material,"""ms",material,ms,capacity,500 ton,type,extruder,material to be extruded,plastic,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder,2,2,layer,multi layer,extruder type,extruder,type,extruder,layer,multilayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"multi layer extruder - co-rotating design, 10 kg output, 440 v, three phase, cast iron construction, turbo brand, automatic operation",3,6,automation grade,automatic,automation grade,automatic,brand,turbo,body material,cast iron,material,cast iron,capacity(kg),10 kg,,,phase,three phase,,,screw design,twin screw,,,voltage,"""440 v",,,,,,,,,,,,
"multi layer extruder - conical design, 1000 kg/hr output, 230 v, three phase, pp construction, swaraj brand, manual operation",3,5,automation grade,manual,automation grade,manual,brand,swaraj,body material,pp,capacity,1000 kg/hr,phase,three phase,,,production capacity,1000 kg/hr,,,voltage,"""230 v",,,,,,,,,,,,,,,,
multi layer extruder 480 v 60 hz,3,2,frequency,60 hz,frequency,"""60 hz",type,extruder,voltage,480 v,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder 7.5 kw motor 500 ton,3,3,capacity,500 ton,capacity,500 ton,power,7.5 kw,layer,multilayer,type,extruder,motor power,"""7.5 kw",,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder co-rotating design 200 kg/hr,2,2,capacity,200 kg/hr,production capacity,200 kg/hr,type,extruder,screw design,"""co rotating",,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder for pharmaceutical,3,2,layer,multi layer,layer,"""multilayer",type,extruder,usage/application,industrial,usage,pharmaceutical,,,,,,,,,,,,,,,,,,,,,,,,,,
multi layer extruder for plastic processing 10 kg/hr,4,2,capacity,10 kg/hr,material to be extruded,plastic,layer,multi layer,production capacity,"""10 kg/hr",type,extruder,,,usage,plastic processing,,,,,,,,,,,,,,,,,,,,,,
"multi layer extruder for research use, 200 kg, 415 v, prism brand",3,4,brand,prism,layer,multilayer,type,extruder,usage/application,research,usage,research,voltage,"""415 v",,,weight,200 kg,,,,,,,,,,,,,,,,,,,,
"multi layer extruder machine specifications - brand: rajco, capacity: 50 kg, voltage: 480 v, phase: single phase, body material: pvc, automation: automatic",4,5,automation grade,automatic,automation grade,automatic,brand,"rajco,",brand,"""rajco",capacity,50,capacity,50 kg,model name/number,multi layer extruder,phase,single phase,,,voltage,480 v,,,,,,,,,,,,,,,,
new basket extruder,2,0,condition,new,,,type,extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new blown film extrusion machine,1,2,condition,new,i deal in,new,,,machine type,blown film extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new co-rotating twin screw extruder,3,3,condition,new,i deal in,new,driven type,co-rotating,screw design,twin screw,type,screw extruder,type of extruder,twin screw,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,2,condition,new,i deal in,new,type,extruder,type,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,2,condition,new,i deal in,new,type,extruder,type,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,2,condition,new,i deal in,new,type,extruder,type,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new extruder machine,2,2,condition,new,i deal in,new,type,extruder,type,new,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new gold refining machine,3,2,condition,new,i deal in,new,refining material,gold,metal,gold,type,refining,,,,,,,,,,,,,,,,,,,,,,,,,,
new pipe extrusion machine,2,2,condition,new,i deal in,new,machine type,extrusion,type,pipe extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,
new plastic recycling extruder,3,0,condition,new,,,type,extruder,,,usage,plastic recycling,,,,,,,,,,,,,,,,,,,,,,,,,,
oil extraction plant,1,0,usage,oil extraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"oil extraction plant - conical design, 5 ton output, 415 v, 1 phase, stainless steel construction, gold star brand, semi-automatic operation",4,7,brand,gold star,automation grade,semi-automatic,capacity,5 ton,body material,stainless steel,material,stainless steel,brand,gold star,operation type,semi-automatic,design,conical,,,phase,1 phase,,,voltage,"""415 v",,,weight,5 ton,,,,,,,,
"oil extraction plant - mahindra make, 500 kg, aluminium, 1 phase",2,3,brand,mahindra,material to be extruded,aluminium,phase,1 phase,phase,1 phase,,,weight,"""500 kg",,,,,,,,,,,,,,,,,,,,,,,,
oil extraction plant conical design 1 ton,2,2,capacity,1 ton,design,"""conical",shape,conical,weight,1 ton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"oil extraction plant for pharmaceutical use, 500 kg/hr, 415 v, prism brand",4,3,brand,prism,production capacity,"""500 kg/hr",capacity,"500 kg/hr,",usage/application,industrial,usage,pharmaceutical,voltage,415 v,voltage,"415 v,",,,,,,,,,,,,,,,,,,,,,,
"oleoresin extraction plant - rajco make, 100 liter, pvc, 3 phase",3,4,brand,rajco,brand,"""rajco",phase,3 phase,capacity(litre),100 l,usage,oleoresin,phase,three phase,,,plastic processed,pvc,,,,,,,,,,,,,,,,,,,,
"oleoresin extraction plant - single screw design, 50 tpd output, 415 v, single phase, ss 304 construction, gold star brand, fully automatic operation",1,6,brand,gold star,automation grade,fully automatic,,,brand,gold star,,,capacity,"""50 tpd",,,material grade,ss 304,,,phase,single phase,,,voltage,415 v,,,,,,,,,,,,
oleoresin extraction plant 240 v 3 phase,3,2,phase,3 phase,phase,three phase,usage,oleoresin extraction,voltage,240 v,voltage,240 v,,,,,,,,,,,,,,,,,,,,,,,,,,
oleoresin extraction plant 400 v 50 hz,3,2,frequency,50 hz,frequency,50 hz,usage,oleoresin extraction,voltage,"""400 v",voltage,400 v,,,,,,,,,,,,,,,,,,,,,,,,,,
"oleoresin extraction plant for laboratory use, 25 kg/hr, 440 v, swaraj brand",3,4,brand,swaraj,brand/make,swaraj make,capacity,"25 kg/hr,",industry type,laboratory,usage,laboratory,production capacity,"""25 kg/hr",,,voltage,440 v,,,,,,,,,,,,,,,,,,,,
oleoresin extraction plant twin screw design 500 liter,1,2,capacity,500 liter,screw design,"""twin screw",,,storage capacity,500 liter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parallel conical twin screw extruder 500 kg fully automatic 415 v,4,2,automation grade,automatic,automation grade,"""fully automatic",capacity,500 kg,voltage,415 v,machine type,screw extruder,,,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,
parallel hdpe extruder 200 kg automatic 230 v,4,5,automation grade,automatic,automation grade,automatic,capacity,200 kg,material to be extruded,hdpe,type,extruder,production capacity,200 kg,voltage,230 v,screw design,"""parallel",,,voltage,230 v,,,,,,,,,,,,,,,,
parallel ldpe blown film machine 150 kg/hr manual 480 v,4,5,capacity,150 kg/hr,automation grade,manual,machine type,manual,plastic processed,ldpe,material,ldpe,production capacity,150 kg/hr,voltage,480 v,screw design,"""parallel",,,voltage,480 v,,,,,,,,,,,,,,,,
parallel oleoresin extraction plant 10 kg manual 230 v,3,3,automation grade,manual,automation grade,manual,capacity,10 kg,capacity(kg),"""10 kg",voltage,230 v,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,
pet extruder 380 v 50 hz,3,2,frequency,50 hz,frequency,50 hz,type,extruder,voltage,"""380 v",voltage,380 v,,,,,,,,,,,,,,,,,,,,,,,,,,
pet extruder 380 v single phase,3,2,phase,single phase,phase,single phase,type,extruder,voltage,"""380 v",voltage,380 v,,,,,,,,,,,,,,,,,,,,,,,,,,
pet extruder 440 v,3,2,raw material,pet,material to be extruded,pet,type,extruder,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,,,
pet extruder 480 v,2,0,type,extruder,,,voltage,480 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"pet extruder for research use, 150 kg/hr, 400 v, prism brand",5,4,brand,prism,material to be extruded,"""pet",capacity,"150 kg/hr,",production capacity,150 kg/hr,material,pet,usage/application,research use,type,extruder,voltage,400 v,usage,research,,,,,,,,,,,,,,,,,,
"pet extruder for wire & cable use, 200 kg, 400 v, laxmi brand",4,5,brand,laxmi,brand,laxmi,capacity,"200 kg,",material to be extruded,"""pet",material,pet,usage/application,wire & cable,type,extruder,voltage,400 v,,,weight,200 kg,,,,,,,,,,,,,,,,
pet extruder machine 10 tpd output 240 v three phase titanium,5,4,capacity,10 tpd,body material,titanium,material,titanium,capacity,"""10 tpd",phase,three phase,phase,three phase,type,extruder,voltage,240 v,voltage,240 v,,,,,,,,,,,,,,,,,,
pet extruder machine 750 kg/hr output 230 v three phase mild steel,5,4,capacity,750 kg/hr,body material,mild steel,material,mild steel,phase,three phase,phase,three phase,production capacity,"""750 kg/hr",type,extruder,voltage,230 v,voltage,230 v,,,,,,,,,,,,,,,,,,
"pet extruder machine specifications - brand: kabra, capacity: 500 kg/hr, voltage: 220 v, phase: 3 phase, body material: stainless steel, automation: manual",3,6,automation grade,manual,automation grade,manual,capacity,"500 kg/hr,",body material,stainless steel,model name/number,pet extruder,brand,"""kabra",,,phase,3 phase,,,production capacity,500 kg/hr,,,voltage,220 v,,,,,,,,,,,,
"pet extruder machine specifications - brand: teknik, capacity: 25 kg/hr, voltage: 440 v, phase: single phase, body material: cast iron, automation: manual",4,6,automation grade,manual,automation grade,manual,brand,"teknik,",body material,cast iron,capacity,"25 kg/hr,",brand,teknik,model name/number,pet extruder,phase,single phase,,,production capacity,25 kg/hr,,,voltage,"""440 v",,,,,,,,,,,,
pipe extrusion machine 7.5 kw motor 25 kg/hr,2,3,capacity,25 kg/hr,motor power,"""7.5 kw",machine type,pipe extrusion,production capacity,25 kg/hr,,,type,pipe extrusion machine,,,,,,,,,,,,,,,,,,,,,,,,
"pipe extrusion machine for packaging use, 100 tpd, 230 v, prism brand",3,4,brand,prism,application,packaging,machine name,pipe extrusion machine,capacity,100 tpd,voltage,230,type,"""pipe extrusion machine",,,voltage,230 v,,,,,,,,,,,,,,,,,,,,
