query,gt_success,qmeans_success,gt_total_keys,gt_unique_values,qmeans_total_keys,matched_key_count,matched_value_count,gt_only_key_count,qmeans_only_key_count,key_match_rate,value_match_rate,matched_keys,gt_only_keys,qmeans_only_keys,matched_values,key_match_details_json,value_match_details_json
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0 1 kW,True,True,11,4,4,2,4,9,2,18.18%,100.00%,power; brand,wattage; part number; company; manufacturer; model; product type; model number; kilowatt; motor type,usage; model name/number,1fk2104-6af10-1mb0; siemens; 1 kw; servo motor,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 kw"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""1 kw"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""1fk2104-6af10-1mb0"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 4}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 4}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""1 kw"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""kilowatt"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""wattage"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
cg cooler motor,True,True,7,3,2,1,1,6,1,14.29%,33.33%,brand,company; use; application; manufacturer; product type; motor type,usage,cooler motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""cg power"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""cg"", ""value_also_matches"": false}]","[{""value"": ""cooler motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Makita 9047 Armature By PowerSpeed,True,True,5,2,3,1,1,4,2,20.00%,50.00%,brand,product category; category; manufacturer; company,model number; type of power tool,armature,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""mak"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""powerspeed"", ""value_also_matches"": false}]","[{""value"": ""armature"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""type of power tool""]}]"
Electric Motor Housing,True,True,2,1,2,0,0,2,2,0.00%,0.00%,,product type; motor type,motor part type; power source,,[],[]
Vibro Sifter Vibratory Motors,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product type; motor type,,,[],[]
FL28STH45-0674A - Hybrid Stepper Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
Single Phase D.C. Motor,True,True,6,3,1,1,1,5,0,16.67%,33.33%,phase,motor type; supply type; current type; product type; supply phase,,single phase,"[{""normalized_key"": ""phase"", ""gt_key"": ""phase"", ""gt_value"": ""single phase"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""phase"", ""qmeans_value"": ""single phase"", ""value_also_matches"": true}]","[{""value"": ""single phase"", ""gt_keys"": [{""key"": ""phase"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""supply_phase"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""phase""]}]"
electric torque,False,True,0,0,1,0,0,0,1,0.00%,0.00%,,,power source,,[],[]
Godrej Lawkim Ac Motors,True,True,7,3,2,2,1,5,0,28.57%,33.33%,brand; motor type,company; supply type; current type; manufacturer; product type,,ac,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""godrej lawkim"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""godrej"", ""value_also_matches"": false}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""ac motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac"", ""value_also_matches"": false}]","[{""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""motor type""]}]"
dual shaft FAN MOTOR,True,True,6,3,2,1,2,5,1,16.67%,66.67%,shaft type,use; application; product type; shaft; motor type,usage,dual shaft; fan,"[{""normalized_key"": ""shaft type"", ""gt_key"": ""shaft_type"", ""gt_value"": ""dual shaft"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""shaft type"", ""qmeans_value"": ""dual shaft"", ""value_also_matches"": true}]","[{""value"": ""dual shaft"", ""gt_keys"": [{""key"": ""shaft_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""shaft"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""shaft type""]}, {""value"": ""fan"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Crompton Electric Motor,True,True,5,2,2,1,1,4,1,20.00%,50.00%,brand,product type; manufacturer; company; motor type,power source,crompton,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Mini Fan Motor,True,True,4,2,2,0,1,4,2,0.00%,50.00%,,product type; application; use; motor type,usage; size,fan,[],"[{""value"": ""fan"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
3d minuture,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,type,,[],[]
Electric Motor with Gear,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product type; motor type,power source,,[],[]
FL28STH45-0674AF-14 - Hybrid Stepper Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
mixer-grinder-motor,True,True,4,2,0,0,0,4,0,0.00%,0.00%,,product type; application; use; motor type,,,[],[]
Sew-eurodrive servo Motor cmp50m/pk/vr/rh1m/sm1,True,True,5,2,3,1,1,4,2,20.00%,50.00%,brand,product type; manufacturer; company; motor type,usage; model name/number,servo motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""sew"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""sew-eurodrive"", ""value_also_matches"": false}]","[{""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
Sew-eurodrive,True,False,3,1,0,0,0,0,0,0.00%,0.00%,,,,,[],[]
vane pneumatic actuator,True,True,6,2,1,0,0,4,1,0.00%,0.00%,,product category; category; use; application,actuator type,,[],[]
Flange Mounted Motor,True,True,4,2,1,1,0,3,0,25.00%,0.00%,mounting type,product type; mounting; motor type,,,"[{""normalized_key"": ""mounting type"", ""gt_key"": ""mounting_type"", ""gt_value"": ""flange mount"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""mounting type"", ""qmeans_value"": ""flange"", ""value_also_matches"": false}]",[]
FL57STH56-2504ACF-25 - Hybrid Stepper Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
FL57STH56-2804AF-01- Hybrid Stepper Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
MU2 Dol Motor Starter,True,True,4,2,3,0,0,4,3,0.00%,0.00%,,product type; application; use; motor type,usage; starter type; model name/number,,[],[]
power tool cm4,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,model,,[],[]
power tool near delhi cm4,True,True,2,1,0,0,0,2,0,0.00%,0.00%,,product category; category,,,[],[]
crompton-motors,True,True,5,2,0,0,0,5,0,0.00%,0.00%,,brand; manufacturer; company; product type; motor type,,,[],[]
Voltas AC Outdoor Fan Motor,True,True,9,4,4,2,2,7,2,22.22%,50.00%,brand; motor type,company; supply type; current type; use; application; manufacturer; product type,usage; part type,ac; voltas,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""voltas"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""voltas"", ""value_also_matches"": true}, {""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""fan motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""ac"", ""value_also_matches"": false}]","[{""value"": ""ac"", ""gt_keys"": [{""key"": ""current_type"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""supply_type"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""motor type""]}, {""value"": ""voltas"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}]"
Makita MT-950 Armature By PowerSpeed,True,True,8,3,3,2,2,6,1,25.00%,66.67%,brand; model number,part number; company; manufacturer; model; product category; category,type of power tool,mt-950; armature,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""mak"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""powerspeed"", ""value_also_matches"": false}, {""normalized_key"": ""model number"", ""gt_key"": ""model_number"", ""gt_value"": ""MT-950"", ""gt_key_priority"": 1, ""gt_attr_priority"": 2, ""qmeans_key"": ""model number"", ""qmeans_value"": ""mt-950"", ""value_also_matches"": true}]","[{""value"": ""mt-950"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 2}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 2}], ""qmeans_keys"": [""model number""]}, {""value"": ""armature"", ""gt_keys"": [{""key"": ""product_category"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""category"", ""key_priority"": 2, ""attr_priority"": 3}], ""qmeans_keys"": [""type of power tool""]}]"
1500 cfm FAN MOTOR,True,True,4,2,2,0,1,4,2,0.00%,50.00%,,product type; application; use; motor type,power; usage,fan,[],"[{""value"": ""fan"", ""gt_keys"": [{""key"": ""application"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""use"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
230v apex cool 410w exhaust fan motor,True,True,10,5,4,2,1,6,2,25.00%,20.00%,power; voltage,wattage; use; supply voltage; application; product type; motor type,usage; brand,230v,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""410 w"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""410w"", ""value_also_matches"": false}, {""normalized_key"": ""voltage"", ""gt_key"": ""voltage"", ""gt_value"": ""230v"", ""gt_key_priority"": 1, ""gt_attr_priority"": 4, ""qmeans_key"": ""voltage"", ""qmeans_value"": ""230v"", ""value_also_matches"": true}]","[{""value"": ""230v"", ""gt_keys"": [{""key"": ""voltage"", ""key_priority"": 1, ""attr_priority"": 4}, {""key"": ""supply_voltage"", ""key_priority"": 2, ""attr_priority"": 4}], ""qmeans_keys"": [""voltage""]}]"
FL57STH76-2504ACF-ARK Hybrid Stepper Motor,True,True,2,1,2,1,1,1,1,50.00%,100.00%,motor type,product type,model name/number,stepper motor,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""stepper motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""stepper motor"", ""value_also_matches"": true}]","[{""value"": ""stepper motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 1}], ""qmeans_keys"": [""motor type""]}]"
Clogging Test,True,True,2,1,1,0,0,2,1,0.00%,0.00%,,product category; category,testing type,,[],[]
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2104-6AF10-1MB0,True,True,8,3,3,1,3,7,2,12.50%,100.00%,brand,part number; company; manufacturer; model; product type; model number; motor type,usage; model name/number,1fk2104-6af10-1mb0; siemens; servo motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""siemens"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""siemens"", ""value_also_matches"": true}]","[{""value"": ""1fk2104-6af10-1mb0"", ""gt_keys"": [{""key"": ""model_number"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""part_number"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""model"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""model name/number""]}, {""value"": ""siemens"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""servo motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""usage""]}]"
crompton motor 1 hp,True,True,8,3,3,2,3,6,1,25.00%,100.00%,power; brand,company; hp; manufacturer; product type; horsepower; motor type,part type,crompton; motor; 1 hp,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""1 hp"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}, {""value"": ""1 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}]"
crompton motor near tinsukia 1 hp,True,True,8,3,2,2,2,6,0,25.00%,66.67%,power; brand,company; hp; manufacturer; product type; horsepower; motor type,,crompton; 1 hp,"[{""normalized_key"": ""power"", ""gt_key"": ""power"", ""gt_value"": ""1 hp"", ""gt_key_priority"": 1, ""gt_attr_priority"": 3, ""qmeans_key"": ""power"", ""qmeans_value"": ""1 hp"", ""value_also_matches"": true}, {""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""1 hp"", ""gt_keys"": [{""key"": ""power"", ""key_priority"": 1, ""attr_priority"": 3}, {""key"": ""horsepower"", ""key_priority"": 2, ""attr_priority"": 3}, {""key"": ""hp"", ""key_priority"": 3, ""attr_priority"": 3}], ""qmeans_keys"": [""power""]}]"
motorized pulley drum motor,True,True,2,1,1,1,0,1,0,50.00%,0.00%,motor type,product type,,,"[{""normalized_key"": ""motor type"", ""gt_key"": ""motor_type"", ""gt_value"": ""motor"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""motor type"", ""qmeans_value"": ""drum motor"", ""value_also_matches"": false}]",[]
crompton motor,True,True,5,2,2,1,2,4,1,20.00%,100.00%,brand,product type; manufacturer; company; motor type,part type,crompton; motor,"[{""normalized_key"": ""brand"", ""gt_key"": ""brand"", ""gt_value"": ""crompton"", ""gt_key_priority"": 1, ""gt_attr_priority"": 1, ""qmeans_key"": ""brand"", ""qmeans_value"": ""crompton"", ""value_also_matches"": true}]","[{""value"": ""crompton"", ""gt_keys"": [{""key"": ""brand"", ""key_priority"": 1, ""attr_priority"": 1}, {""key"": ""manufacturer"", ""key_priority"": 2, ""attr_priority"": 1}, {""key"": ""company"", ""key_priority"": 3, ""attr_priority"": 1}], ""qmeans_keys"": [""brand""]}, {""value"": ""motor"", ""gt_keys"": [{""key"": ""motor_type"", ""key_priority"": 1, ""attr_priority"": 2}, {""key"": ""product_type"", ""key_priority"": 2, ""attr_priority"": 2}], ""qmeans_keys"": [""part type""]}]"
Belimo Damper Fire Actuator,True,True,4,1,2,0,0,4,2,0.00%,0.00%,,product category; category; use; application,brand; structure,,[],[]
