query,ground_truth_count,qmeans_attr_count,gemini_attr_count,gemma_attr_count,groundtruth_attr_key_1,groundtruth_attr_value_1,groundtruth_attr_key_2,groundtruth_attr_value_2,groundtruth_attr_key_3,groundtruth_attr_value_3,groundtruth_attr_key_4,groundtruth_attr_value_4,groundtruth_attr_key_5,groundtruth_attr_value_5,groundtruth_attr_key_6,groundtruth_attr_value_6,groundtruth_attr_key_7,groundtruth_attr_value_7,groundtruth_attr_key_8,groundtruth_attr_value_8,groundtruth_attr_key_9,groundtruth_attr_value_9,qmeans_attr_key_1,qmeans_attr_value_1,gemini_attr_key_1,gemini_attr_value_1,gemma_attr_key_1,gemma_attr_value_1,qmeans_attr_key_2,qmeans_attr_value_2,gemini_attr_key_2,gemini_attr_value_2,gemma_attr_key_2,gemma_attr_value_2,qmeans_attr_key_3,qmeans_attr_value_3,gemini_attr_key_3,gemini_attr_value_3,gemma_attr_key_3,gemma_attr_value_3,qmeans_attr_key_4,qmeans_attr_value_4,gemini_attr_key_4,gemini_attr_value_4,gemma_attr_key_4,gemma_attr_value_4,qmeans_attr_key_5,qmeans_attr_value_5,gemini_attr_key_5,gemini_attr_value_5,gemma_attr_key_5,gemma_attr_value_5,qmeans_attr_key_6,qmeans_attr_value_6,gemini_attr_key_6,gemini_attr_value_6,gemma_attr_key_6,gemma_attr_value_6,qmeans_attr_key_7,qmeans_attr_value_7,gemini_attr_key_7,gemini_attr_value_7,gemma_attr_key_7,gemma_attr_value_7,qmeans_attr_key_8,qmeans_attr_value_8,gemini_attr_key_8,gemini_attr_value_8,gemma_attr_key_8,gemma_attr_value_8,qmeans_attr_key_9,qmeans_attr_value_9,gemini_attr_key_9,gemini_attr_value_9,gemma_attr_key_9,gemma_attr_value_9,COUNT_MATCH,HIGH_COUNT,qmeans_vs_gemini_attr_1_key_match,qmeans_vs_gemini_attr_1_value_match,qmeans_vs_gemini_attr_2_key_match,qmeans_vs_gemini_attr_2_value_match,qmeans_vs_gemini_attr_3_key_match,qmeans_vs_gemini_attr_3_value_match,qmeans_vs_gemini_attr_4_key_match,qmeans_vs_gemini_attr_4_value_match,qmeans_vs_gemini_attr_5_key_match,qmeans_vs_gemini_attr_5_value_match,qmeans_vs_gemini_attr_6_key_match,qmeans_vs_gemini_attr_6_value_match,qmeans_vs_gemini_attr_7_key_match,qmeans_vs_gemini_attr_7_value_match,qmeans_vs_gemini_attr_8_key_match,qmeans_vs_gemini_attr_8_value_match,qmeans_vs_gemini_attr_9_key_match,qmeans_vs_gemini_attr_9_value_match,gemini_vs_qmeans_attr_1_key_match,gemini_vs_qmeans_attr_1_value_match,gemini_vs_qmeans_attr_2_key_match,gemini_vs_qmeans_attr_2_value_match,gemini_vs_qmeans_attr_3_key_match,gemini_vs_qmeans_attr_3_value_match,gemini_vs_qmeans_attr_4_key_match,gemini_vs_qmeans_attr_4_value_match,gemini_vs_qmeans_attr_5_key_match,gemini_vs_qmeans_attr_5_value_match,gemini_vs_qmeans_attr_6_key_match,gemini_vs_qmeans_attr_6_value_match,gemini_vs_qmeans_attr_7_key_match,gemini_vs_qmeans_attr_7_value_match,gemini_vs_qmeans_attr_8_key_match,gemini_vs_qmeans_attr_8_value_match,gemini_vs_qmeans_attr_9_key_match,gemini_vs_qmeans_attr_9_value_match,groundtruth_vs_qmeans_attr_1_key_match,groundtruth_vs_qmeans_attr_1_value_match,groundtruth_vs_qmeans_attr_2_key_match,groundtruth_vs_qmeans_attr_2_value_match,groundtruth_vs_qmeans_attr_3_key_match,groundtruth_vs_qmeans_attr_3_value_match,groundtruth_vs_qmeans_attr_4_key_match,groundtruth_vs_qmeans_attr_4_value_match,groundtruth_vs_qmeans_attr_5_key_match,groundtruth_vs_qmeans_attr_5_value_match,groundtruth_vs_qmeans_attr_6_key_match,groundtruth_vs_qmeans_attr_6_value_match,groundtruth_vs_qmeans_attr_7_key_match,groundtruth_vs_qmeans_attr_7_value_match,groundtruth_vs_qmeans_attr_8_key_match,groundtruth_vs_qmeans_attr_8_value_match,groundtruth_vs_qmeans_attr_9_key_match,groundtruth_vs_qmeans_attr_9_value_match,groundtruth_vs_gemini_attr_1_key_match,groundtruth_vs_gemini_attr_1_value_match,groundtruth_vs_gemini_attr_2_key_match,groundtruth_vs_gemini_attr_2_value_match,groundtruth_vs_gemini_attr_3_key_match,groundtruth_vs_gemini_attr_3_value_match,groundtruth_vs_gemini_attr_4_key_match,groundtruth_vs_gemini_attr_4_value_match,groundtruth_vs_gemini_attr_5_key_match,groundtruth_vs_gemini_attr_5_value_match,groundtruth_vs_gemini_attr_6_key_match,groundtruth_vs_gemini_attr_6_value_match,groundtruth_vs_gemini_attr_7_key_match,groundtruth_vs_gemini_attr_7_value_match,groundtruth_vs_gemini_attr_8_key_match,groundtruth_vs_gemini_attr_8_value_match,groundtruth_vs_gemini_attr_9_key_match,groundtruth_vs_gemini_attr_9_value_match,qmeans_vs_gemma_attr_1_key_match,qmeans_vs_gemma_attr_1_value_match,qmeans_vs_gemma_attr_2_key_match,qmeans_vs_gemma_attr_2_value_match,qmeans_vs_gemma_attr_3_key_match,qmeans_vs_gemma_attr_3_value_match,qmeans_vs_gemma_attr_4_key_match,qmeans_vs_gemma_attr_4_value_match,qmeans_vs_gemma_attr_5_key_match,qmeans_vs_gemma_attr_5_value_match,qmeans_vs_gemma_attr_6_key_match,qmeans_vs_gemma_attr_6_value_match,qmeans_vs_gemma_attr_7_key_match,qmeans_vs_gemma_attr_7_value_match,qmeans_vs_gemma_attr_8_key_match,qmeans_vs_gemma_attr_8_value_match,qmeans_vs_gemma_attr_9_key_match,qmeans_vs_gemma_attr_9_value_match,gemma_vs_qmeans_attr_1_key_match,gemma_vs_qmeans_attr_1_value_match,gemma_vs_qmeans_attr_2_key_match,gemma_vs_qmeans_attr_2_value_match,gemma_vs_qmeans_attr_3_key_match,gemma_vs_qmeans_attr_3_value_match,gemma_vs_qmeans_attr_4_key_match,gemma_vs_qmeans_attr_4_value_match,gemma_vs_qmeans_attr_5_key_match,gemma_vs_qmeans_attr_5_value_match,gemma_vs_qmeans_attr_6_key_match,gemma_vs_qmeans_attr_6_value_match,gemma_vs_qmeans_attr_7_key_match,gemma_vs_qmeans_attr_7_value_match,gemma_vs_qmeans_attr_8_key_match,gemma_vs_qmeans_attr_8_value_match,gemma_vs_qmeans_attr_9_key_match,gemma_vs_qmeans_attr_9_value_match,gemini_vs_gemma_attr_1_key_match,gemini_vs_gemma_attr_1_value_match,gemini_vs_gemma_attr_2_key_match,gemini_vs_gemma_attr_2_value_match,gemini_vs_gemma_attr_3_key_match,gemini_vs_gemma_attr_3_value_match,gemini_vs_gemma_attr_4_key_match,gemini_vs_gemma_attr_4_value_match,gemini_vs_gemma_attr_5_key_match,gemini_vs_gemma_attr_5_value_match,gemini_vs_gemma_attr_6_key_match,gemini_vs_gemma_attr_6_value_match,gemini_vs_gemma_attr_7_key_match,gemini_vs_gemma_attr_7_value_match,gemini_vs_gemma_attr_8_key_match,gemini_vs_gemma_attr_8_value_match,gemini_vs_gemma_attr_9_key_match,gemini_vs_gemma_attr_9_value_match,gemma_vs_gemini_attr_1_key_match,gemma_vs_gemini_attr_1_value_match,gemma_vs_gemini_attr_2_key_match,gemma_vs_gemini_attr_2_value_match,gemma_vs_gemini_attr_3_key_match,gemma_vs_gemini_attr_3_value_match,gemma_vs_gemini_attr_4_key_match,gemma_vs_gemini_attr_4_value_match,gemma_vs_gemini_attr_5_key_match,gemma_vs_gemini_attr_5_value_match,gemma_vs_gemini_attr_6_key_match,gemma_vs_gemini_attr_6_value_match,gemma_vs_gemini_attr_7_key_match,gemma_vs_gemini_attr_7_value_match,gemma_vs_gemini_attr_8_key_match,gemma_vs_gemini_attr_8_value_match,gemma_vs_gemini_attr_9_key_match,gemma_vs_gemini_attr_9_value_match,groundtruth_vs_gemma_attr_1_key_match,groundtruth_vs_gemma_attr_1_value_match,groundtruth_vs_gemma_attr_2_key_match,groundtruth_vs_gemma_attr_2_value_match,groundtruth_vs_gemma_attr_3_key_match,groundtruth_vs_gemma_attr_3_value_match,groundtruth_vs_gemma_attr_4_key_match,groundtruth_vs_gemma_attr_4_value_match,groundtruth_vs_gemma_attr_5_key_match,groundtruth_vs_gemma_attr_5_value_match,groundtruth_vs_gemma_attr_6_key_match,groundtruth_vs_gemma_attr_6_value_match,groundtruth_vs_gemma_attr_7_key_match,groundtruth_vs_gemma_attr_7_value_match,groundtruth_vs_gemma_attr_8_key_match,groundtruth_vs_gemma_attr_8_value_match,groundtruth_vs_gemma_attr_9_key_match,groundtruth_vs_gemma_attr_9_value_match
single screw silver refinery machine 5 kg automatic 480 v,5,4,5,6,automation grade,automatic,capacity,5 kg,product,silver refinery machine,screw design,single screw,voltage,480 v,,,,,,,,,automation grade,automatic,automation grade,automatic,automation_grade,automatic,capacity,5 kg,capacity(kg),5 kg,screw,single screw,screw type,single screw,metal,silver,steam_pressure,5 kg,voltage,480 v,screw type,single screw,type_of_testing_machines,machine,,,voltage (v),480 v,usage,silver refinery,,,,,voltage,480 v,,,,,,,,,,,,,,,,,,,FALSE,gemma,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,
sheet extruder for wire & cable,2,2,3,2,product,sheet extruder,usage/application,wire & cable,,,,,,,,,,,,,,,type,extruder,extruder,extruder,application,for wire & cable,usage,wire,output shape,sheet,type,extruder,,,usage/application,wire & cable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
cast iron centrifuge extractor 1000 kg/hr capacity,3,3,2,3,body material,cast iron,capacity,1000 kg/hr,product,centrifuge extractor,,,,,,,,,,,,,capacity,1000 kg/hr,body material,cast iron,capacity,1000 kg/hr capacity,material,cast iron,production capacity,1000 kg/hr,extractor_type,centrifuge extractor,product,centrifuge extractor,,,material,cast iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,,,,,,,,,,,,
"automatic blown film extrusion machine for recycling applications, 200 tpd capacity, 220 v voltage rating, single phase power supply, pp body",7,4,5,3,automation grade,automatic,body material,pp,capacity,200 tpd,phase,single phase,product,blown film extrusion machine,usage/application,recycling,voltage,220 v,,,,,capacity,200 tpd,automation grade,automatic,capacity,", 200 tpd capacity, 220 v voltage rating, single phase power supply, pp body",machine name,film extrusion machine,body material,pp,type,blown film extrusion machine,machine type,automatic,capacity,200 tpd,usage,for recycling applications,phase,single phase,phase,single phase,,,,,voltage,220 v,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,
"looking for automatic pp extruder with specifications: capacity 50 tpd, voltage 480 v, phase 1 phase, body material titanium, application recycling",7,2,7,3,automation grade,automatic,body material,titanium,capacity,50 tpd,phase,1 phase,product,pp extruder,usage/application,recycling,voltage,480 v,,,,,automation grade,automatic,application,recycling,deal,looking for,capacity,50 tpd,automation grade,automatic,features,"with specifications: capacity 50 tpd, voltage 480 v, phase 1 phase, body material titanium, application recycling",,,body material,titanium,type,automatic pp extruder,,,capacity,50 tpd,,,,,material to be extruded,pp,,,,,phase,1 phase,,,,,voltage,480 v,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,
hdpe body xlpe cable extruder 750 kg/hr,3,2,2,4,body material,hdpe,capacity,750 kg/hr,product,xlpe cable extruder,,,,,,,,,,,,,capacity,750 kg/hr,body material,hdpe,material,body,material,hdpe,production capacity,750 kg/hr,material_to_be_extruded,hdpe,,,,,max_output_upvc_pipe,750 kg/hr,,,,,product,xlpe cable extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,,,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
"rajco make fully automatic cable extruder, production capacity: 200 kg/hr, voltage: 230 v, phase: 1 phase, material: hdpe, power: 15 hp",8,4,7,7,automation grade,fully automatic,body material,hdpe,brand,rajco,capacity,200 kg/hr,motor power,15 hp,phase,1 phase,product,cable extruder,voltage,230 v,,,automation grade,automatic,automation grade,fully automatic,brand,rajco make,brand,rajco,brand,rajco,capacity,production capacity: 200 kg/hr,capacity,200 kg/hr,material,hdpe,filling_system,fully automatic,motor power,15 hp,motor power,15 hp,main_motor,power: 15 hp,,,phase,1 phase,raw_material,material: hdpe,,,production capacity,200 kg/hr,type,cable extruder,,,voltage,230 v,voltage,"voltage: 230 v, phase: 1 phase",,,,,,,,,,,,,FALSE,"gemini,gemma",TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,,,,,,,,,,,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,,,,,FALSE,NA,FALSE,NA,TRUE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,FALSE,,
semi-automatic copper extraction plant 230 v,3,3,3,3,automation grade,semi-automatic,product,copper extraction plant,voltage,230 v,,,,,,,,,,,,,automation grade,semi-automatic,automation grade,semi automatic,automation_type,semi-automatic,usage,copper extraction,material to be extruded,copper,usage,copper extraction plant,voltage,230 v,voltage,230 v,voltage,230 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,FALSE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,
aluminium extrusion plant 440 v,2,2,2,2,product,aluminium extrusion plant,voltage,440 v,,,,,,,,,,,,,,,material,aluminium,usage/application,aluminium extrusion,plant_type,aluminium extrusion plant,voltage,440 v,voltage,440 v,voltage,440 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,"qmeans,gemini,gemma",FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,
150 kg/hr curcumin extraction plant,2,1,1,2,capacity,150 kg/hr,product,curcumin extraction plant,,,,,,,,,,,,,,,capacity,150 kg/hr,production capacity,150 kg/hr,maxi_o_p,150 kg/hr,,,,,type,curcumin extraction plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,
"looking for automatic plastic extruder with specifications: capacity 100 kg, voltage 230 v, phase three phase, body material mild steel, application plastic processing",7,3,6,3,automation grade,automatic,body material,mild steel,capacity,100 kg,phase,three phase,product,plastic extruder,usage/application,plastic processing,voltage,230 v,,,,,automation grade,automatic,automation grade,automatic,automation_grade,looking for automatic,capacity,100 kg,body material,mild steel,specification,"with specifications: capacity 100 kg, voltage 230 v, phase three phase, body material mild steel, application plastic processing",material,plastic,capacity,100 kg,type,plastic extruder,,,material to be extruded,plastic,,,,,phase,three phase,,,,,voltage,230 v,,,,,,,,,,,,,,,,,,,,,FALSE,gemini,TRUE,TRUE,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,,,,
labh group foam extruder,2,1,0,2,brand,labh group,product,foam extruder,,,,,,,,,,,,,,,brand,labh group,,,brand,labh group,,,,,type,foam extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,gemma,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,
manual mother baby extruder,2,1,2,2,automation grade,manual,product,mother baby extruder,,,,,,,,,,,,,,,type,extruder,automation grade,manual,product,mother baby extruder,,,type of extruder,twin screw,work_type,manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"gemini,gemma",FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,,
mild steel body bitumen extractor with 100 kg capacity and 415 v voltage,4,4,4,3,body material,mild steel,capacity,100 kg,product,bitumen extractor,voltage,415 v,,,,,,,,,,,capacity,100 kg,body material,mild steel,capacity,with 100 kg capacity and 415 v voltage,machine type,bitumen extractor,capacity,100 kg,material_to_be_extruded,mild steel,material,mild steel,type of testing machines,bitumen extractor,type_of_testing_machines,body bitumen extractor,voltage,415 v,voltage,415 v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemini",TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,TRUE,FALSE,FALSE,NA,FALSE,NA,,,,,,,,,,
foam extruder 10 hp motor 100 kg,3,3,0,3,capacity,100 kg,motor power,10 hp,product,foam extruder,,,,,,,,,,,,,capacity,100 kg,,,main_motor,10 hp motor,power,10 hp,,,production_capacity.,100 kg,usage,foam extruder,,,type,foam extruder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"qmeans,gemma",FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,,,,,,,,,,,,
industrial oleoresin extraction plant swaraj 50 tpd 380 v automatic,6,5,3,6,automation grade,automatic,brand,swaraj,capacity,50 tpd,product,oleoresin extraction plant,usage/application,industrial,voltage,380 v,,,,,,,automation grade,automatic,automation grade,automatic,application_usage,industrial,brand,swaraj,usage/application,industrial,automation_grade,automatic,capacity,50 tpd,voltage,380 v,brand,swaraj,usage,industrial,,,plant_capacity,50 tpd,voltage,380 v,,,type,oleoresin extraction plant,,,,,voltage,380 v,,,,,,,,,,,,,,,,,,,FALSE,gemma,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,TRUE,TRUE,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,TRUE,TRUE,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,,,,,,,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,,FALSE,NA,TRUE,TRUE,FALSE,NA,FALSE,NA,FALSE,NA,TRUE,TRUE,,,,,,
