keyword,api_mcat_name,api_mcat_id,api_accuracy,trans_mcat_name,trans_mcat_id,trans_vs_api_id,trans_vs_api_name,unsloth_mcat_name,unsloth_mcat_id,unsloth_vs_api_id,unsloth_vs_api_name,trans_vs_unsloth_id,all_three_agree
1hp single phase ac motor,Single Phase Motors,9484,High,Single Phase AC Motor,9483,DIFF,DIFF,Single Phase Motors,9484,MATCH,MATCH,DIFF,NO
Motor Lamination V-3 70-41-22,Motor Lamination,33557,High,Motor Iron Core,12273,DIFF,DIFF,Motor Laminations,150167,DIFF,DIFF,DIFF,NO
screed vibrator motor,Vibration Motor,2743,High,Vibration Motor,2743,MATCH,MATCH,Concrete Vibrator Motor,184082,DIFF,DIFF,DIFF,NO
godrej lawkim motor lk 4250,HVAC Motors,177394,Medium,Godrej Lawkim Industrial Motors,203174,DIFF,DIFF,Godrej Lawkim Motors,206364,DIFF,DIFF,DIFF,NO
Godrej Lawkim Motor LK-4250,Godrej Lawkim Industrial Motors,203174,Medium,Godrej Lawkim Industrial Motors,203174,MATCH,MATCH,Godrej Lawkim Industrial Motors,203174,MATCH,MATCH,MATCH,YES
ABB 200HP Induction Motor,ABB Induction Motor,193239,High,ABB Induction Motor,193239,MATCH,MATCH,ABB Induction Motor,193239,MATCH,MATCH,MATCH,YES
High Voltage Closed Air Circuit Air Cooled TP Series Vertical Mounting Induction Motors,High Voltage Motor,177165,High,Vertical  Motors,198989,DIFF,DIFF,High Voltage Motor,177165,MATCH,MATCH,DIFF,NO
Kenstar Motor Rotor Armature,Motor Armature,167444,High,Motor Armature,167444,MATCH,MATCH,Motor Armature,167444,MATCH,MATCH,MATCH,YES
Fire Safety Solenoid,Shut-Off Valves,1759,Medium,Solenoid Switches,7646,DIFF,DIFF,Solenoid Switches,7646,DIFF,DIFF,MATCH,NO
Induction Brake And Motor 3Hp to 100 HP,Brake Motors,21078,High,Brake Motors,21078,MATCH,MATCH,Brake Motors,21078,MATCH,MATCH,MATCH,YES
Printer Solenoid Switch,Solenoid Switches,7646,High,Solenoid Switches,7646,MATCH,MATCH,Solenoid Switches,7646,MATCH,MATCH,MATCH,YES
Mini Solenoid Switches,Solenoid Switches,7646,High,Solenoid Switches,7646,MATCH,MATCH,Solenoid Switches,7646,MATCH,MATCH,MATCH,YES
