query,success,key_count,raw_output,attributes_json
lubi three phase induction motors,True,2,"{""power source"": ""three phase induction motors"", ""brand/name"": ""lubi""}","{""power source"": ""three phase induction motors"", ""brand/name"": ""lubi""}"
Crane Geared Brake Motor,True,2,"{""mechanism"": ""Crane"", ""power source"": ""Geared Brake Motor""}","{""mechanism"": ""Crane"", ""power source"": ""Geared Brake Motor""}"
1400 rpm single phase 230 v 230v apex cool 410w single phase exhaust fan motor,True,6,"{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""power consumption"": ""single phase 230v 410w"", ""voltage"": ""230v"", ""brand/designation"": ""apex cool"", ""phase"": ""single phase""}","{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""power consumption"": ""single phase 230v 410w"", ""voltage"": ""230v"", ""brand/designation"": ""apex cool"", ""phase"": ""single phase""}"
12v dc motor,True,1,"{""power"": ""12v dc motor""}","{""power"": ""12v dc motor""}"
1400 rpm 230 v apex cool 410w single phase exhaust fan motor,True,6,"{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""voltage"": ""230 v"", ""power"": ""410w"", ""phase"": ""single phase"", ""brand/designation"": ""apex cool""}","{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""voltage"": ""230 v"", ""power"": ""410w"", ""phase"": ""single phase"", ""brand/designation"": ""apex cool""}"
Suguna Motor Starter,True,2,"{""attribute"": ""Suguna"", ""motor_starter"": ""Motor""}","{""attribute"": ""Suguna"", ""motor_starter"": ""Motor""}"
reverse forward 3 phase 20 3 hp starters,True,4,"{""phase"": ""3"", ""voltage"": ""20"", ""attributes"": [""reverse forward""], ""power source"": ""3hp starters""}","{""phase"": ""3"", ""voltage"": ""20"", ""attributes"": [""reverse forward""], ""power source"": ""3hp starters""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2210-3AC01-0MB0 5.5 kW,True,3,"{""motor"": ""SERVO MOTOR"", ""power"": ""5.5 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 FK2210-3ACC01-0MB0""}","{""motor"": ""SERVO MOTOR"", ""power"": ""5.5 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 FK2210-3ACC01-0MB0""}"
rexroth servo drive,True,2,"{""drive"": ""servo drive"", ""brand"": ""rexroth""}","{""drive"": ""servo drive"", ""brand"": ""rexroth""}"
Valve Positioners,True,1,"{""function"": ""Valve Positioners""}","{""function"": ""Valve Positioners""}"
FOOT Mounted Motor (model Gf 6834),True,2,"{""motor"": ""Motor (model Gf 6829)"", ""mounting"": ""FOOT Mounted""}","{""motor"": ""Motor (model Gf 6829)"", ""mounting"": ""FOOT Mounted""}"
1400 rpm apex cool 410w single phase exhaust fan motor,True,5,"{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""power"": ""single phase"", ""wattage"": ""410w"", ""brand/type"": ""apex cool""}","{""fan type"": ""exhaust fan"", ""motor speed"": ""1400 rpm"", ""power"": ""single phase"", ""wattage"": ""410w"", ""brand/type"": ""apex cool""}"
Motor Stater,False,0,"{""power"": ""Motor"", ""Stater""}",
Paragon Motor Starter,True,1,"{""motor_starter"": ""Paragon Motor""}","{""motor_starter"": ""Paragon Motor""}"
UR006G XGT Brushless Motor Active Feedback Sensing,True,3,"{""Motor"": ""Active Feedback Sensing"", ""Brand/Model ID"": ""UR006G XGT"", ""Feature"": ""Brushless Motor""}","{""Motor"": ""Active Feedback Sensing"", ""Brand/Model ID"": ""UR006G XGT"", ""Feature"": ""Brushless Motor""}"
schubert and salzer positioner,True,1,"{""positioner"": ""schubert and salzer""}","{""positioner"": ""schubert and salzer""}"
polisher-motor,True,1,"{""function"": ""polisher-motor""}","{""function"": ""polisher-motor""}"
Electric Vibratory Motor,True,1,"{""motor"": ""Electric Vibratory Motor""}","{""motor"": ""Electric Vibratory Motor""}"
Abb Electric Motor 50hp 1500 Rpm,True,4,"{""motor"": ""Electric Motor"", ""brand"": ""Abb"", ""speed"": ""1500 Rpm"", ""power"": ""50hp""}","{""motor"": ""Electric Motor"", ""brand"": ""Abb"", ""speed"": ""1500 Rpm"", ""power"": ""50hp""}"
SIEMENS SIMOTICS S-1FK2 1FK2106-4AF11-1SA0  servo motor 2.7 kW,True,3,"{""motor"": ""servo motor"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 1FK2108-4AF11-1SAF0"", ""power"": ""2.7 kW""}","{""motor"": ""servo motor"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 1FK2108-4AF11-1SAF0"", ""power"": ""2.7 kW""}"
Siemens Face Mounted Induction Motor,True,3,"{""motor"": ""Induction Motor"", ""mounting"": ""Face Mounted"", ""brand"": ""Siemens""}","{""motor"": ""Induction Motor"", ""mounting"": ""Face Mounted"", ""brand"": ""Siemens""}"
5 HP Three Phase Motor,True,2,"{""power"": ""5 HP"", ""motor type"": ""Three Phase Motor""}","{""power"": ""5 HP"", ""motor type"": ""Three Phase Motor""}"
APEX COOL 410W MOTOR,True,3,"{""power"": ""410W"", ""brand"": ""APEX COOL"", ""component"": ""MOTOR""}","{""power"": ""410W"", ""brand"": ""APEX COOL"", ""component"": ""MOTOR""}"
Motar Starter,True,1,"{""power"": ""Motar Starter""}","{""power"": ""Motar Starter""}"
Siemens 7.5 KW 2 HP Electric Motor,True,4,"{""power"": ""7.5 KW"", ""brand"": ""Siemens"", ""motor type"": ""Electric Motor"", ""horsepower"": ""2 HP""}","{""power"": ""7.5 KW"", ""brand"": ""Siemens"", ""motor type"": ""Electric Motor"", ""horsepower"": ""2 HP""}"
Unbalance Vibratory Motors,True,2,"{""attribute"": ""Unbalance"", ""power source"": ""Vibratory Motors""}","{""attribute"": ""Unbalance"", ""power source"": ""Vibratory Motors""}"
Sew Brake Motor,True,1,"{""attribute"": ""Sew Brake Motor""}","{""attribute"": ""Sew Brake Motor""}"
ABB Three Phase Induction Motor,True,2,"{""motor"": ""Three Phase Induction Motor"", ""brand"": ""ABB""}","{""motor"": ""Three Phase Induction Motor"", ""brand"": ""ABB""}"
Oriental motor,True,2,"{""motor"": ""Oriental"", ""power source"": ""motor""}","{""motor"": ""Oriental"", ""power source"": ""motor""}"
3 phase auto starter,True,2,"{""power"": ""auto starter"", ""phase"": ""3 phase""}","{""power"": ""auto starter"", ""phase"": ""3 phase""}"
Type 200 17 Inch Copper Exhaust Fan Motor,True,5,"{""Fan"": ""Exhaust Fan"", ""Material"": ""Copper"", ""Type"": ""Type 200"", ""Feature"": ""Motor"", ""Size"": ""17 Inch""}","{""Fan"": ""Exhaust Fan"", ""Material"": ""Copper"", ""Type"": ""Type 200"", ""Feature"": ""Motor"", ""Size"": ""17 Inch""}"
Openable Gate Motor,True,2,"{""motor"": ""Openable Gate"", ""type"": ""Motor""}","{""motor"": ""Openable Gate"", ""type"": ""Motor""}"
hollow shaft encoder,True,2,"{""shaft type"": ""hollow"", ""device"": ""encoder""}","{""shaft type"": ""hollow"", ""device"": ""encoder""}"
pbl-right-angled-helical-bevel-geared-motor,True,1,"{""attributes"": ""pbl-right-angled-helictic-bevel-geared-motor""}","{""attributes"": ""pbl-right-angled-helictic-bevel-geared-motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTER 1FK2106-4AF00-1MA0 2.7 kW,True,4,"{""power"": ""2.7 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2"", ""servo motor"": true, ""part number"": ""1FK2106-3FA00-1MAF0""}","{""power"": ""2.7 kW"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2"", ""servo motor"": true, ""part number"": ""1FK2106-3FA00-1MAF0""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2106-4AF00-1SA0  2.7 kW,True,4,"{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA00-1SA0""}","{""power"": ""2.7 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2106-3FA00-1SA0""}"
"Foredom Flex Shaft Motor, Foredom Dental Motor, Art &Amp; Craft",True,2,"{""Brand"": ""Foredom"", ""Motor Attributes"": ""Flex Shaft Motor, Foredom Dental Servo Motor, Art &Amp; Craft""}","{""Brand"": ""Foredom"", ""Motor Attributes"": ""Flex Shaft Motor, Foredom Dental Servo Motor, Art &Amp; Craft""}"
lift-motor,True,1,"{""power"": ""lift-motor""}","{""power"": ""lift-motor""}"
aira mild steel pneumatic rotary actuator,True,3,"{""actuator"": ""pneumatic rotary"", ""material"": ""mild steel"", ""brand"": ""aia""}","{""actuator"": ""pneumatic rotary"", ""material"": ""mild steel"", ""brand"": ""aia""}"
flange type 25 hp motor,True,2,"{""flange type"": ""Flange type"", ""power source"": ""25 hp motor""}","{""flange type"": ""Flange type"", ""power source"": ""25 hp motor""}"
3 phase dol motor starter,True,3,"{""motor"": ""dol"", ""power source"": ""3 phase"", ""starter type"": ""controller""}","{""motor"": ""dol"", ""power source"": ""3 phase"", ""starter type"": ""controller""}"
Siemens Three Phase Electric Motor,True,2,"{""power source"": ""Siemens"", ""motor type"": ""Three Phase Electric Motor""}","{""power source"": ""Siemens"", ""motor type"": ""Three Phase Electric Motor""}"
Lubi Electrical Motor,True,2,"{""motor"": ""Electrical Motor"", ""brand/name"": ""Lubi""}","{""motor"": ""Electrical Motor"", ""brand/name"": ""Lubi""}"
Moter stater,True,2,"{""power"": ""Stater"", ""brand/model"": ""Moter""}","{""power"": ""Stater"", ""brand/model"": ""Moter""}"
"HUMSER 12V 10RPM, 24V 20RPM High Torque Shaft Self-Lock Engine DC Micro Gear Motor With Brass Pully",True,7,"{""Motor Type"": ""DC"", ""Gearbox"": ""Micro Gear Motor With Brass Pulley"", ""Speed"": ""10RPM, 24v 20RPM"", ""Feature"": ""High Torque Shaft"", ""Brand/Model"": ""HUMSER"", ""Voltage"": ""12V"", ""Functionality"": ""Self-Lock Engine""}","{""Motor Type"": ""DC"", ""Gearbox"": ""Micro Gear Motor With Brass Pulley"", ""Speed"": ""10RPM, 24v 20RPM"", ""Feature"": ""High Torque Shaft"", ""Brand/Model"": ""HUMSER"", ""Voltage"": ""12V"", ""Functionality"": ""Self-Lock Engine""}"
geared motor,True,1,"{""power"": ""geared motor""}","{""power"": ""geared motor""}"
2285625342 statorhv 2030,True,3,"{""key"": ""statorhv"", ""query"": ""22856251342"", ""attribute"": ""2030""}","{""key"": ""statorhv"", ""query"": ""22856251342"", ""attribute"": ""2030""}"
slipring motor,True,2,"{""mechanism"": ""slipring"", ""power source"": ""motor""}","{""mechanism"": ""slipring"", ""power source"": ""motor""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK10-0SB0 0.12 kW,True,3,"{""power"": ""0.12 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 FK2204-5AK30-0SB0""}","{""power"": ""0.12 kW"", ""motor type"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2 FK2204-5AK30-0SB0""}"
Kisrloskar Motar,True,2,"{""brand"": ""Kisrloskar"", ""power source"": ""Motar""}","{""brand"": ""Kisrloskar"", ""power source"": ""Motar""}"
Gate Motor,True,1,"{""power source"": ""Gate Motor""}","{""power source"": ""Gate Motor""}"
vibratory motor,True,1,"{""motor"": ""vibratory motor""}","{""motor"": ""vibratory motor""}"
270Hp Siemens Motor,True,2,"{""Motor"": ""Siemens Motor"", ""Horsepower"": ""270Hp""}","{""Motor"": ""Siemens Motor"", ""Horsepower"": ""270Hp""}"
bft deimos bt a600 gate motor,True,3,"{""product"": ""bt a600"", ""gate type"": ""motor"", ""brand/series"": ""bft deimos""}","{""product"": ""bt a600"", ""gate type"": ""motor"", ""brand/series"": ""bft deimos""}"
Panasonic Servo Motor MHMF042L1U2M  400Watt,True,4,"{""motor"": ""Servo Motor"", ""brand"": ""Panasonic"", ""wattage"": ""400Watt"", ""part_number"": ""MHMF042L1U3M""}","{""motor"": ""Servo Motor"", ""brand"": ""Panasonic"", ""wattage"": ""400Watt"", ""part_number"": ""MHMF042L1U3M""}"
"3000 rpm Siemens 1FL6062-1AC61-0AA1 Servo Motor, 1.00 kW, 400V",True,5,"{""motor"": ""Servo Motor, 1.00 \u00ace"", ""speed"": ""3000 rpm"", ""brand"": ""Siemens"", ""part number"": ""1FL6062-0AAC61-0AA1"", ""voltage"": ""400V""}","{""motor"": ""Servo Motor, 1.00 ¬e"", ""speed"": ""3000 rpm"", ""brand"": ""Siemens"", ""part number"": ""1FL6062-0AAC61-0AA1"", ""voltage"": ""400V""}"
fv5029 010,True,2,"{""attribute"": ""fv5029"", ""quantity"": ""010""}","{""attribute"": ""fv5029"", ""quantity"": ""010""}"
SIEMENS SIMOTICS S-1FK2 SERVO MOTOR 1FK2204-5AK01-0SB0 0.57 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""power"": ""0.57 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2204-""}","{""motor"": ""SERVO MOTOR"", ""power"": ""0.57 kilowatts"", ""brand/series"": ""SIEMENS SIMOTICS S-INF1FK2"", ""part number"": ""1FK2204-""}"
"""fv5029-010""",True,2,"{""product_code"": ""fv5029-"", ""suffix"": ""-010""}","{""product_code"": ""fv5029-"", ""suffix"": ""-010""}"
DC Motor Carbon Brushes,True,2,"{""motor"": ""DC Motor"", ""brushes"": ""Carbon""}","{""motor"": ""DC Motor"", ""brushes"": ""Carbon""}"
Three Phase Dol Motor Starter,True,2,"{""power"": ""Three Phase"", ""motor type"": ""Dol Motor Starter""}","{""power"": ""Three Phase"", ""motor type"": ""Dol Motor Starter""}"
three phase 2800 rpm 2 0.25 hp electric vibro motor,True,6,"{""power"": ""electric"", ""motor type"": ""vibro motor"", ""phase"": ""three phase"", ""speed"": ""2800 rpm"", ""hp"": ""0.25 hp"", ""quantity"": ""2""}","{""power"": ""electric"", ""motor type"": ""vibro motor"", ""phase"": ""three phase"", ""speed"": ""2800 rpm"", ""hp"": ""0.25 hp"", ""quantity"": ""2""}"
Motor Encoder,True,2,"{""component"": ""Encoder"", ""power source"": ""Motor""}","{""component"": ""Encoder"", ""power source"": ""Motor""}"
macwell brand motor,True,2,"{""brand"": ""macwell"", ""power source"": ""motor""}","{""brand"": ""macwell"", ""power source"": ""motor""}"
macwel brand motor,True,2,"{""brand"": ""macwel"", ""power source"": ""motor""}","{""brand"": ""macwel"", ""power source"": ""motor""}"
gearmoter,True,2,"{""power"": ""gear"", ""motor"": ""gear""}","{""power"": ""gear"", ""motor"": ""gear""}"
3 phase 40 hp oil starter,True,3,"{""power"": ""3 phase"", ""hp"": ""40 hp"", ""starter type"": ""oil""}","{""power"": ""3 phase"", ""hp"": ""40 hp"", ""starter type"": ""oil""}"
my cool star,True,2,"{""brand"": ""my cool"", ""suffix"": ""star""}","{""brand"": ""my cool"", ""suffix"": ""star""}"
DC Shunt Motor,True,2,"{""motor"": ""DC"", ""type"": ""Shunt Motor""}","{""motor"": ""DC"", ""type"": ""Shunt Motor""}"
Cooler Motor 1 Inch,True,3,"{""attribute"": ""Cooler"", ""motor"": ""Motor"", ""size"": ""1 Inch""}","{""attribute"": ""Cooler"", ""motor"": ""Motor"", ""size"": ""1 Inch""}"
Stirrer Motor,True,2,"{""component"": ""Stirrer"", ""power source"": ""Motor""}","{""component"": ""Stirrer"", ""power source"": ""Motor""}"
Acurater plate,True,2,"{""plate"": ""Acurater"", ""type"": ""plate""}","{""plate"": ""Acurater"", ""type"": ""plate""}"
Weg- Germany 2880RPM Motor,True,3,"{""country"": ""Germany"", ""speed"": ""2880RPM"", ""brand/weg"": ""Motor""}","{""country"": ""Germany"", ""speed"": ""2880RPM"", ""brand/weg"": ""Motor""}"
pump-starter,True,1,"{""component"": ""pump-starter""}","{""component"": ""pump-starter""}"
2283752193 motor6v 20a,True,3,"{""key"": ""motor6v"", ""query_id"": ""22837522193"", ""power"": ""20a""}","{""key"": ""motor6v"", ""query_id"": ""22837522193"", ""power"": ""20a""}"
Fanuc AC Servo Motor 0.35kW 6000 A06B-0115-B103 and Pulsecoder,False,0,"{""Fanuc"", ""AC Servo Motor"", ""Power"": ""0.35kW"", ""Code"": ""A06B-0118-B103 and Pulsequoder"", ""Quantity"": ""6000""}",
PowerSpeed Armature For 9005 N Makita,True,3,"{""Brand"": ""Makita"", ""PowerSource"": ""Armature For 9005N"", ""KeyFeature"": ""PowerSpeed""}","{""Brand"": ""Makita"", ""PowerSource"": ""Armature For 9005N"", ""KeyFeature"": ""PowerSpeed""}"
Crompton Motor 10 HP 960 Rpm,True,3,"{""Motor"": ""Crompton"", ""Speed"": ""960 Rpm"", ""Horsepower"": ""10 HP""}","{""Motor"": ""Crompton"", ""Speed"": ""960 Rpm"", ""Horsepower"": ""10 HP""}"
Blower Motors,True,2,"{""power source"": ""Blower"", ""motors"": ""Motors""}","{""power source"": ""Blower"", ""motors"": ""Motors""}"
three phase 2800 rpm 2 0.25 hp single phase vibro motors,True,6,"{""phase"": ""single phase"", ""speed"": ""2800 rpm"", ""power"": ""0.25 hp"", ""motors"": ""vibro motors"", ""quantity"": ""two"", ""phases"": ""three phase""}","{""phase"": ""single phase"", ""speed"": ""2800 rpm"", ""power"": ""0.25 hp"", ""motors"": ""vibro motors"", ""quantity"": ""two"", ""phases"": ""three phase""}"
AC Induction Motor,True,1,"{""motor"": ""AC Induction Motor""}","{""motor"": ""AC Induction Motor""}"
Siemens 1440RPM Three Phase Flange Motor,True,4,"{""motor"": ""Flange Motor"", ""phase"": ""Three Phase"", ""speed"": ""1440RPM"", ""brand"": ""Siemens""}","{""motor"": ""Flange Motor"", ""phase"": ""Three Phase"", ""speed"": ""1440RPM"", ""brand"": ""Siemens""}"
Havells Induction Motors,True,2,"{""motor"": ""Induction Motors"", ""brand"": ""Havells""}","{""motor"": ""Induction Motors"", ""brand"": ""Havells""}"
cast iron general,True,2,"{""material"": ""cast iron"", ""query"": ""general""}","{""material"": ""cast iron"", ""query"": ""general""}"
AC Motor,True,1,"{""motor"": ""AC Motor""}","{""motor"": ""AC Motor""}"
20 hp motor,True,2,"{""power"": ""20 hp"", ""component"": ""motor""}","{""power"": ""20 hp"", ""component"": ""motor""}"
rs 555 high speed dc motor 5000rpm,True,4,"{""speed"": ""high speed"", ""motor type"": ""dc motor"", ""product code"": ""rs 555"", ""rotation rate"": ""5000rpm""}","{""speed"": ""high speed"", ""motor type"": ""dc motor"", ""product code"": ""rs 555"", ""rotation rate"": ""5000rpm""}"
dc ware,True,2,"{""product"": ""dc"", ""brand/seller"": ""ware""}","{""product"": ""dc"", ""brand/seller"": ""ware""}"
ABB 50 HP Three Phase Electric Motors,True,4,"{""power"": ""50"", ""phase"": ""Three Phase"", ""brand"": ""ABB"", ""type of power source"": ""Electric Motors""}","{""power"": ""50"", ""phase"": ""Three Phase"", ""brand"": ""ABB"", ""type of power source"": ""Electric Motors""}"
electric-actuator,True,1,"{""power"": ""electric-actuator""}","{""power"": ""electric-actuator""}"
dc 12v gear motor,True,3,"{""power"": ""dc"", ""voltage"": ""12v"", ""drive type"": ""gear motor""}","{""power"": ""dc"", ""voltage"": ""12v"", ""drive type"": ""gear motor""}"
CG make  electric motor,True,2,"{""make"": ""CG"", ""power source"": ""electric motor""}","{""make"": ""CG"", ""power source"": ""electric motor""}"
1le7501‑1bb23‑5aa4,True,2,"{""query"": ""1le7501‑"" , ""attribute"": ""key-value attributes""}","{""query"": ""1le7501‑"", ""attribute"": ""key-value attributes""}"
brush for electronics,True,1,"{""purpose"": ""brush for electronics""}","{""purpose"": ""brush for electronics""}"
SIEMENS SIMOTICS S-1FK2  SERVO MOTOR 1FK2104-6AF11-0MB0 1 kW,True,4,"{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 SERVO DRIVE"", ""power"": ""1 kW"", ""part number"": ""1FK2104-7AK11-0MB0""}","{""motor"": ""SERVO MOTOR"", ""brand/series"": ""SIEMENS SIMOTICS S-INFK2 SERVO DRIVE"", ""power"": ""1 kW"", ""part number"": ""1FK2104-7AK11-0MB0""}"
power-tool-carbon-brush,True,1,"{""power-type"": ""power-tool-carbon-brush""}","{""power-type"": ""power-tool-carbon-brush""}"
thrive architect latest version,True,2,"{""version"": ""latest edition"", ""brand"": ""thrive architect""}","{""version"": ""latest edition"", ""brand"": ""thrive architect""}"
Kirloskar make electric motor,True,2,"{""make"": ""Kirloskar"", ""power source"": ""electric motor""}","{""make"": ""Kirloskar"", ""power source"": ""electric motor""}"
SIMOTICS S synchronous motor 1FK7 1FK7081-3BF71-1RB1,True,4,"{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"" , ""attribute"": ""1FK7081-2BF71-1RB1""}","{""motor"": ""synchronous motor"", ""product_code"": ""SIMOTICS S"", ""part_number"": ""1FK7 1FK7"", ""attribute"": ""1FK7081-2BF71-1RB1""}"
Hindustan Geared Motors,True,2,"{""motor"": ""Hindustan"", ""type"": ""Geared Motors""}","{""motor"": ""Hindustan"", ""type"": ""Geared Motors""}"
vibro shift motor,True,2,"{""motor"": ""vibro"", ""attribute"": ""shift""}","{""motor"": ""vibro"", ""attribute"": ""shift""}"
Steper Motor,True,1,"{""motor"": ""Steper Motor""}","{""motor"": ""Steper Motor""}"
bonfiglioli riduttori motor be71-b4 230/400-50 ip55 clf b5,True,5,"{""motor"": ""be71-b4"", ""brand"": ""bonfiglioli riduttori"", ""ip rating"": ""ip55"", ""voltage"": ""230/400 - 50"", ""clf"": ""b5""}","{""motor"": ""be71-b4"", ""brand"": ""bonfiglioli riduttori"", ""ip rating"": ""ip55"", ""voltage"": ""230/400 - 50"", ""clf"": ""b5""}"
Stater,True,1,"{""Stater"": ""Stater""}","{""Stater"": ""Stater""}"
